time,BF_object_C,lat_C,long_C,BF_object_D,lat_D,long_D,BF_object_E,lat_E,long_E,C-D,D-C,D-E,E-D,C-E,E-C
+2026-02-05T22:38:40Z,BTR80,35.000103170039424,130.01755598032966,K2BlackPanther,35.000046795914045,130.02458722581756,T90,35.00017110244071,130.02877652844552,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:41Z,BTR80,35.0001073785771,130.0175590377839,K2BlackPanther,35.00004805356474,130.0245756389361,T90,35.00015797737466,130.02870652162915,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:42Z,BTR80,35.000109728666516,130.01756420958426,K2BlackPanther,35.000054293505016,130.02458322002818,T90,35.0001564937148,130.02864352497377,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:43Z,BTR80,35.000115643576684,130.01756858516185,K2BlackPanther,35.000058644291826,130.02457931250538,T90,35.00016359155778,130.02857464970026,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:44Z,BTR80,35.00011519130191,130.01755845130864,K2BlackPanther,35.000053455382314,130.02459467435318,T90,35.00016597927765,130.0285037931896,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:45Z,BTR80,35.000103411770326,130.0175656532836,K2BlackPanther,35.00004660019405,130.02458624280084,T90,35.00016075159393,130.0284529339847,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:46Z,BTR80,35.00010023528432,130.01755851409956,K2BlackPanther,35.00006162374982,130.024578734898,T90,35.000169236432235,130.02838141007865,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:47Z,BTR80,35.00010142602437,130.01754929871808,K2BlackPanther,35.00005540137082,130.02457327400222,T90,35.00015517022686,130.02832270663868,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:48Z,BTR80,35.00011624771717,130.01756909059634,K2BlackPanther,35.00005164682936,130.0245752812264,T90,35.00016429465795,130.02826863970088,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:49Z,BTR80,35.0001031098754,130.01756485440904,K2BlackPanther,35.000060025920384,130.02459229669105,T90,35.00016683361232,130.0282059060466,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:50Z,BTR80,35.00010253056962,130.01755436195901,K2BlackPanther,35.00005680696931,130.0245926817733,T90,35.000170764409624,130.02813079237274,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:51Z,BTR80,35.00011167907788,130.01755643142698,K2BlackPanther,35.00006135900201,130.02457398970535,T90,35.00016466890699,130.0280718448615,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:52Z,BTR80,35.00011673525767,130.01757076199235,K2BlackPanther,35.00005117291332,130.0245861099102,T90,35.00015918481095,130.02801500414142,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:53Z,BTR80,35.00010860255323,130.0175637398883,K2BlackPanther,35.000051619801674,130.0245753575499,T90,35.00016080800982,130.02794099248248,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:54Z,BTR80,35.0001067763664,130.01756123940285,K2BlackPanther,35.0000546716864,130.02458074030844,T90,35.00015564639617,130.02788708232856,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:55Z,BTR80,35.00011501457727,130.01755982188692,K2BlackPanther,35.00004993705721,130.02458033814554,T90,35.00015486748098,130.02782793629498,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:56Z,BTR80,35.00010106040029,130.01755144585505,K2BlackPanther,35.000056690096784,130.02457421874814,T90,35.00016548784284,130.02774786541525,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:57Z,BTR80,35.00011619997444,130.01756396068396,K2BlackPanther,35.00006206690541,130.02458674640746,T90,35.00015740922656,130.027694026983,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:58Z,BTR80,35.00009967944859,130.0175560749351,K2BlackPanther,35.00005090437256,130.02457987104734,T90,35.00016551420611,130.02763068764034,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:59Z,BTR80,35.00010007250297,130.01756852622475,K2BlackPanther,35.000048536190896,130.02458288705253,T90,35.000154501729526,130.027574989056,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:00Z,BTR80,35.000102657210405,130.0175698494443,K2BlackPanther,35.00006244062327,130.02458134433252,T90,35.00015905102105,130.02750553363484,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:01Z,BTR80,35.00010689517655,130.01755863912368,K2BlackPanther,35.00005320669077,130.02459406032494,T90,35.000169586341514,130.02742929331959,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:02Z,BTR80,35.00011606712153,130.01756585011955,K2BlackPanther,35.00005735685999,130.02457447191895,T90,35.00016194635167,130.0273739096483,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:03Z,BTR80,35.00011516746541,130.01756632491836,K2BlackPanther,35.000045429530935,130.02458259535925,T90,35.00015444350814,130.02731848599154,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:04Z,BTR80,35.000101152690014,130.01756921523045,K2BlackPanther,35.000057992330824,130.0245825904798,T90,35.0001686994764,130.02725165860366,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:05Z,BTR80,35.00010664363073,130.01756235399822,K2BlackPanther,35.000058927242605,130.02459175527954,T90,35.00015682324481,130.0271745372703,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:06Z,BTR80,35.0001103350763,130.0175703702571,K2BlackPanther,35.0000542742842,130.02457786753004,T90,35.00015968904598,130.0271242529713,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:07Z,BTR80,35.00010064617843,130.0175544400747,K2BlackPanther,35.00005403633777,130.0245730687008,T90,35.000153458985444,130.02706347919863,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:08Z,BTR80,35.00011081080266,130.017555716088,K2BlackPanther,35.0000522629118,130.02457831461422,T90,35.00015966045136,130.0270015652883,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:09Z,BTR80,35.0001043059698,130.0175705421004,K2BlackPanther,35.00005343928146,130.02459359777464,T90,35.00016268982306,130.02692059588696,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:10Z,BTR80,35.000108560995,130.0175520680397,K2BlackPanther,35.000053270094064,130.02457488981892,T90,35.00016117327059,130.0268686214756,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:11Z,BTR80,35.00010960889596,130.0175642385417,K2BlackPanther,35.0000497637636,130.02458969640054,T90,35.0001557019217,130.02680107709307,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:12Z,BTR80,35.000099649765794,130.0175639733393,K2BlackPanther,35.00005973171246,130.02459482024176,T90,35.000163219153734,130.02673342422787,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:13Z,BTR80,35.00011478349498,130.01755695532847,K2BlackPanther,35.00004567961032,130.02458966948825,T90,35.000167880099184,130.02668037512476,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:14Z,BTR80,35.000115474972716,130.0175613951603,K2BlackPanther,35.00004894459956,130.02457759189465,T90,35.0001633896436,130.02662095024962,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:15Z,BTR80,35.000099245165956,130.0175539945049,K2BlackPanther,35.00005957112924,130.02457927540357,T90,35.00015890616732,130.02655412064755,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:16Z,BTR80,35.00010139390908,130.01756405788845,K2BlackPanther,35.000056697713205,130.02458987546288,T90,35.00015871405198,130.02648131858706,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:17Z,BTR80,35.00009994527012,130.01755823024808,K2BlackPanther,35.00005880328837,130.02457754560226,T90,35.00015588236873,130.0264267990168,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:18Z,BTR80,35.000115897746156,130.0175542736076,K2BlackPanther,35.000052063095694,130.0245765015059,T90,35.00016775073518,130.02636766951377,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:19Z,BTR80,35.0001026714643,130.01755756480452,K2BlackPanther,35.000052638356294,130.02458825098853,T90,35.000161053191356,130.02629275427708,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:20Z,BTR80,35.00010780037104,130.01756083732656,K2BlackPanther,35.000052657568254,130.02459087897665,T90,35.000169232898045,130.0262252477853,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:21Z,BTR80,35.00009961994844,130.0175642449053,K2BlackPanther,35.00005426700113,130.0245926429321,T90,35.00016749881755,130.02616731401173,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:22Z,BTR80,35.0001104097452,130.01756599687315,K2BlackPanther,35.000056189039334,130.0245903758091,T90,35.00016884643605,130.0261177612099,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:23Z,BTR80,35.00010552180002,130.0175601863403,K2BlackPanther,35.00005457398123,130.02458400275745,T90,35.00017050948123,130.0260528414818,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:24Z,BTR80,35.000116554222494,130.01755730840463,K2BlackPanther,35.00004607987917,130.02458014147535,T90,35.00016862434022,130.02597255116964,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:25Z,BTR80,35.00010330101064,130.01755803281964,K2BlackPanther,35.00006260731282,130.02457652896337,T90,35.0001578272546,130.02592093814624,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:26Z,BTR80,35.00010323154665,130.01755092362217,K2BlackPanther,35.000049739318975,130.02458000248242,T90,35.000155622634125,130.02584558854053,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:27Z,BTR80,35.00011261636907,130.0175596231406,K2BlackPanther,35.00004568204465,130.02458564420286,T90,35.000156045594395,130.02578991868285,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:28Z,BTR80,35.000108656213605,130.01756811719184,K2BlackPanther,35.000052867558644,130.02458408868344,T90,35.000163809972975,130.02572490807376,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:29Z,BTR80,35.00010544132138,130.01755536765938,K2BlackPanther,35.00005641981331,130.02457474009515,T90,35.00016063167757,130.02566620431628,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:30Z,BTR80,35.00011030139403,130.01756397004917,K2BlackPanther,35.00005734017781,130.02458191710335,T90,35.00016179657805,130.02560399437536,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:31Z,BTR80,35.000103680978185,130.01754943480626,K2BlackPanther,35.00005434939707,130.02457374274445,T90,35.0001679159074,130.02554090660075,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:32Z,BTR80,35.00011281991278,130.0175564793974,K2BlackPanther,35.000060827441416,130.02459208703806,T90,35.00015873225461,130.02548105092984,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:33Z,BTR80,35.00010535979071,130.0175694014561,K2BlackPanther,35.00005632866237,130.02458499969816,T90,35.00015911033729,130.02541820410394,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:34Z,BTR80,35.00010878501286,130.01755807754694,K2BlackPanther,35.000055951044004,130.0245944266992,T90,35.000159231969754,130.025351672822,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:35Z,BTR80,35.00010365620277,130.0175591989828,K2BlackPanther,35.00004631514706,130.02458426605585,T90,35.00016170526457,130.02527831093934,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:36Z,BTR80,35.000109294803956,130.01756212667055,K2BlackPanther,35.00005120836807,130.02459032022358,T90,35.00016796976214,130.0252112359581,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:37Z,BTR80,35.00011184045572,130.01755771296627,K2BlackPanther,35.000049205682615,130.02459264962906,T90,35.000153665468446,130.02516831426172,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:38Z,BTR80,35.000106111531686,130.01756528226463,K2BlackPanther,35.00005255291342,130.02459492032563,T90,35.00016333068719,130.02508712631797,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:39Z,BTR80,35.000112597627584,130.01755028139397,K2BlackPanther,35.000051269258776,130.0245870919189,T90,35.00016936032576,130.02503928358155,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:40Z,BTR80,35.00011644287617,130.01755876328366,K2BlackPanther,35.000054153715126,130.0245880481977,T90,35.000165666719674,130.02497807877148,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:41Z,BTR80,35.00010491905378,130.01755457773973,K2BlackPanther,35.000060104684245,130.02459479546422,T90,35.00015484234564,130.0249112627304,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:42Z,BTR80,35.000113217719,130.01755462999907,K2BlackPanther,35.000062318050084,130.02457489503362,T90,35.000167031919716,130.02484141506875,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:43Z,BTR80,35.00011086333398,130.01756198303892,K2BlackPanther,35.00006293013242,130.0245895161045,T90,35.000161706535906,130.02478642421497,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:44Z,BTR80,35.00011719821057,130.01755422203408,K2BlackPanther,35.00005812315043,130.02457421876557,T90,35.0001647469362,130.02471851630148,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:45Z,BTR80,35.000114375581894,130.0175492010664,K2BlackPanther,35.00004906263724,130.024581832005,T90,35.00017042696611,130.0246550047214,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:46Z,BTR80,35.00010823597013,130.01756215901358,K2BlackPanther,35.000062302136804,130.02458927029684,T90,35.00016418436569,130.02458534980886,behind of,ahead of,beside,beside,behind of,ahead of
+2026-02-05T22:39:47Z,BTR80,35.0001110234935,130.01757057803172,K2BlackPanther,35.000046715844796,130.02458322158702,T90,35.00015399598635,130.02452115905206,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:48Z,BTR80,35.00010207963886,130.01756495553605,K2BlackPanther,35.0000458147549,130.02457940359784,T90,35.00015474449788,130.0244686722767,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:49Z,BTR80,35.00011562482656,130.0175517496716,K2BlackPanther,35.00006158613096,130.0245849335761,T90,35.00016779361425,130.02439399521853,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:50Z,BTR80,35.00010158114777,130.01755698692645,K2BlackPanther,35.0000588492526,130.02458012529638,T90,35.00016371479072,130.02432450357065,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:51Z,BTR80,35.00010729422769,130.01756599744556,K2BlackPanther,35.00005281939742,130.02458239855076,T90,35.00015367093644,130.02426002866522,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:52Z,BTR80,35.00010457380953,130.01765065370827,K2BlackPanther,35.00004562895605,130.02459416161165,T90,35.00015961144056,130.02419662351141,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:53Z,BTR80,35.000101929981625,130.0177308895203,K2BlackPanther,35.00005387217588,130.0245790405688,T90,35.000170016838375,130.0241392750337,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:54Z,BTR80,35.00010993255734,130.01781998178535,K2BlackPanther,35.00006281297982,130.02458194083238,T90,35.00017066119989,130.02408818360618,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:55Z,BTR80,35.000116117575985,130.01792097991066,K2BlackPanther,35.00004721057165,130.0245842057631,T90,35.000167537415514,130.02401589253355,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:56Z,BTR80,35.000112551245294,130.018009372342,K2BlackPanther,35.000052708285054,130.0245807497512,T90,35.00016525946222,130.02395638981048,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:57Z,BTR80,35.00010062398287,130.0180763878773,K2BlackPanther,35.000047789182815,130.02458441961306,T90,35.00016217291141,130.02389305193248,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:58Z,BTR80,35.000105085402446,130.01816380453397,K2BlackPanther,35.00004661109576,130.0245779044783,T90,35.00016556026121,130.02381978657775,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:59Z,BTR80,35.00009965684711,130.01825244571683,K2BlackPanther,35.0000464125634,130.02458341289153,T90,35.00015975279222,130.0237572109987,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:00Z,BTR80,35.00011524708901,130.01836097351185,K2BlackPanther,35.00006064294776,130.02458016185207,T90,35.00016921527974,130.0236948174117,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:01Z,BTR80,35.00011339308729,130.01843674695687,K2BlackPanther,35.00005722316394,130.02457492224465,T90,35.00015834878499,130.02364236339267,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:02Z,BTR80,35.00010870516388,130.0185210960717,K2BlackPanther,35.0000625667864,130.02457862483018,T90,35.00015505768534,130.02356710921802,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:03Z,BTR80,35.00011097668395,130.01861641417312,K2BlackPanther,35.000053180475305,130.02458817655864,T90,35.000162000489475,130.0235109225267,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:04Z,BTR80,35.000104900456606,130.01869378015536,K2BlackPanther,35.00006209863978,130.0245733186655,T90,35.00016946925577,130.02344679800248,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:05Z,BTR80,35.000104812925194,130.01879053451322,K2BlackPanther,35.00005311713644,130.02458083850135,T90,35.00016761838979,130.0233827452109,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:06Z,BTR80,35.00011286825974,130.01888363733386,K2BlackPanther,35.00004945599816,130.02458933549846,T90,35.0001553584729,130.02332673896453,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:07Z,BTR80,35.00009946475715,130.01896532898508,K2BlackPanther,35.00005032009927,130.02458593432794,T90,35.00016201619843,130.02325155140468,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:08Z,BTR80,35.00010096973473,130.01904916233565,K2BlackPanther,35.000049918149585,130.02458139256825,T90,35.000171025746624,130.0231958052287,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:09Z,BTR80,35.00010828822694,130.0191339444752,K2BlackPanther,35.00005222710725,130.02459409208717,T90,35.0001593354827,130.02313649658385,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:10Z,BTR80,35.00010521646273,130.0192182865796,K2BlackPanther,35.00005373108387,130.0245851932316,T90,35.00016599968945,130.02307628388166,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:11Z,BTR80,35.000099278644896,130.0193138694259,K2BlackPanther,35.000060130298095,130.02459180044815,T90,35.000167558703644,130.0229965620507,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:12Z,BTR80,35.00010116535595,130.01939384723013,K2BlackPanther,35.00005883356495,130.02457842534264,T90,35.00016634644602,130.02294661171067,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:13Z,BTR80,35.00011452185323,130.0194829500812,K2BlackPanther,35.00006166521238,130.02457777603254,T90,35.00016691722841,130.0228778102361,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:14Z,BTR80,35.00010514562995,130.01958606877182,K2BlackPanther,35.000048898198976,130.0245855273405,T90,35.000167018868034,130.02280334089937,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:15Z,BTR80,35.000105933206214,130.01967003699258,K2BlackPanther,35.00004623190232,130.02458453800966,T90,35.00015440637491,130.02273976953174,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:16Z,BTR80,35.00010006020202,130.01974691563098,K2BlackPanther,35.000052963107066,130.0245839628994,T90,35.00016855547306,130.02269214970082,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:17Z,BTR80,35.00010787423761,130.0198400156037,K2BlackPanther,35.00005735130756,130.02457554226157,T90,35.00015508301328,130.02261436890194,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:18Z,BTR80,35.00010433287979,130.0199387146038,K2BlackPanther,35.00004639793587,130.0245733379353,T90,35.00017105624826,130.0225557868216,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:19Z,BTR80,35.00010045598165,130.0200270821508,K2BlackPanther,35.000049802161534,130.02457491474442,T90,35.00015500644849,130.02248880143674,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:20Z,BTR80,35.000110600312254,130.02010550613227,K2BlackPanther,35.00004873021132,130.02457672543292,T90,35.00015492908008,130.02243452309398,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:21Z,BTR80,35.00010256333916,130.02019331539054,K2BlackPanther,35.000049302269254,130.02457896357544,T90,35.00016533071373,130.02237622992203,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:22Z,BTR80,35.000106709186774,130.02028383273264,K2BlackPanther,35.000057730014014,130.02459260399053,T90,35.00015569677017,130.02230905405375,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:23Z,BTR80,35.00011007631864,130.02037230693062,K2BlackPanther,35.00005822066154,130.02458474045284,T90,35.00015495523385,130.0222357536481,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:24Z,BTR80,35.00011556843491,130.02045836689342,K2BlackPanther,35.00005907734111,130.02458520006627,T90,35.00016876159702,130.02218809154328,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:25Z,BTR80,35.00011419360031,130.02054634861247,K2BlackPanther,35.00005744399222,130.0245942313929,T90,35.000160774646375,130.02212311887504,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:26Z,BTR80,35.000113181611525,130.02062783307554,K2BlackPanther,35.00005525468403,130.0245923191506,T90,35.00016829056577,130.0220626374367,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:27Z,BTR80,35.00011493461843,130.02072113825096,K2BlackPanther,35.00005728001515,130.02459303927844,T90,35.00015754468079,130.02198262802452,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:28Z,BTR80,35.00010552251377,130.0208119223704,K2BlackPanther,35.00006043488325,130.02459104507437,T90,35.00016499194607,130.02193254297157,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:29Z,BTR80,35.00011104426975,130.0208890674997,K2BlackPanther,35.00005793437808,130.02458608272065,T90,35.000158635292856,130.02186822111943,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:30Z,BTR80,35.00010368437753,130.02098556776198,K2BlackPanther,35.0000599650318,130.0245867610139,T90,35.0001639896702,130.02180579844833,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:31Z,BTR80,35.000107556473424,130.02107226241822,K2BlackPanther,35.00005700558465,130.02457581227222,T90,35.00016063499167,130.02172959413923,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:32Z,BTR80,35.000102954885115,130.02116138167233,K2BlackPanther,35.00005385138093,130.024590540921,T90,35.0001642689522,130.02167180973862,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:33Z,BTR80,35.00011661906498,130.02124298427847,K2BlackPanther,35.00004945695514,130.02457710040565,T90,35.00015780971275,130.0216155766162,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:34Z,BTR80,35.00010082390254,130.02133357963027,K2BlackPanther,35.00004925418744,130.02459090726109,T90,35.000161071829446,130.02155512031334,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:35Z,BTR80,35.00011233712859,130.0214131841495,K2BlackPanther,35.00005760892893,130.02458506466238,T90,35.00016346182982,130.02148057249926,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:36Z,BTR80,35.00011682799748,130.02150708185005,K2BlackPanther,35.000053327906684,130.02457334246103,T90,35.00015565597068,130.02142245614237,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:37Z,BTR80,35.00011711141016,130.02160286994345,K2BlackPanther,35.00005297335537,130.02458168421845,T90,35.00016216425604,130.0213620800549,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:38Z,BTR80,35.000108710319864,130.02168800075592,K2BlackPanther,35.00005100959436,130.02457487287074,T90,35.000155250977215,130.02128737918227,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:39Z,BTR80,35.00010200095801,130.0217843021323,K2BlackPanther,35.00004949056977,130.02458248846386,T90,35.0001554897161,130.02122077938466,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:40Z,BTR80,35.000099631243664,130.0218588826866,K2BlackPanther,35.000054998517236,130.02458758986273,T90,35.00017003409286,130.0211714010818,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:41Z,BTR80,35.00011203871882,130.021960718337,K2BlackPanther,35.00005398098679,130.02457877528764,T90,35.00015333469206,130.02109593057946,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:42Z,BTR80,35.00010431467479,130.02203235943105,K2BlackPanther,35.00004538713066,130.02459059987365,T90,35.000167087915614,130.02104022823298,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:43Z,BTR80,35.00011573622444,130.0221174961084,K2BlackPanther,35.00004962017663,130.02459475755614,T90,35.000165477364874,130.02097956925326,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:44Z,BTR80,35.00010646677067,130.0222098893331,K2BlackPanther,35.000046985386284,130.0245769775842,T90,35.000156977666364,130.02092161665803,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:45Z,BTR80,35.00010205637679,130.02230413193038,K2BlackPanther,35.00005758265734,130.02457791097606,T90,35.00015811786793,130.02086063246102,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:46Z,BTR80,35.00011549562347,130.0223913235221,K2BlackPanther,35.00005720219218,130.02457732858858,T90,35.00015810874287,130.02077895861532,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:47Z,BTR80,35.00010766747142,130.022476094452,K2BlackPanther,35.000056090275,130.02458291728854,T90,35.00015603141932,130.02071660168656,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:48Z,BTR80,35.00011361098949,130.02256679906932,K2BlackPanther,35.00006292441213,130.02458767740944,T90,35.00016216314396,130.02066007044795,behind of,ahead of,ahead of,behind of,ahead of,behind of
