time,BF_object_A,lat_A,long_A,BF_object_B,lat_B,long_B,BF_object_C,lat_C,long_C,A-B,B-A,B-C,C-B,A-C,C-A
+2026-02-05T22:39:15Z,T-72,35,130.0143992,T-62,35.0000541,130.0136792,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:16Z,T-72,35,130.014487,T-62,35.0000541,130.0137627,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:17Z,T-72,35,130.0145748,T-62,35.0000541,130.0138461,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:18Z,T-72,35,130.0146626,T-62,35.0000541,130.0139295,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:19Z,T-72,35,130.0147504,T-62,35.0000541,130.0140129,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:20Z,T-72,35,130.0148382,T-62,35.0000541,130.0140963,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:21Z,T-72,35,130.014926,T-62,35.0000541,130.0141797,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:22Z,T-72,35,130.0150138,T-62,35.0000541,130.0142631,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:23Z,T-72,35,130.0151016,T-62,35.0000541,130.0143465,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:24Z,T-72,35,130.0151894,T-62,35.0000541,130.0144299,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:25Z,T-72,35,130.0152772,T-62,35.0000541,130.0145133,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:26Z,T-72,35,130.015365,T-62,35.0000541,130.0145968,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:27Z,T-72,35,130.0154528,T-62,35.0000541,130.0146802,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:28Z,T-72,35,130.0155406,T-62,35.0000541,130.0147636,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:29Z,T-72,35,130.0156284,T-62,35.0000541,130.014847,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:30Z,T-72,35,130.0157162,T-62,35.0000541,130.0149304,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:31Z,T-72,35,130.015804,T-62,35.0000541,130.0150138,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:32Z,T-72,35,130.0158918,T-62,35.0000541,130.0150972,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:33Z,T-72,35,130.0159796,T-62,35.0000541,130.0151806,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:34Z,T-72,35,130.0160674,T-62,35.0000541,130.015264,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:35Z,T-72,35,130.0161552,T-62,35.0000541,130.0153474,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:36Z,T-72,35,130.016243,T-62,35.0000541,130.0154309,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:37Z,T-72,35,130.0163308,T-62,35.0000541,130.0155143,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:38Z,T-72,35,130.0164186,T-62,35.0000541,130.0155977,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:39Z,T-72,35,130.0165064,T-62,35.0000541,130.0156811,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:40Z,T-72,35,130.0165942,T-62,35.0000541,130.0157645,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:41Z,T-72,35,130.016682,T-62,35.0000541,130.0158479,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:42Z,T-72,35,130.0167698,T-62,35.0000541,130.0159313,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:43Z,T-72,35,130.0168576,T-62,35.0000541,130.0160147,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:44Z,T-72,35,130.0169454,T-62,35.0000541,130.0160981,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:45Z,T-72,35,130.0170332,T-62,35.0000541,130.0161815,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:46Z,T-72,35,130.017121,T-62,35.0000541,130.016265,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:47Z,T-72,35,130.0172088,T-62,35.0000541,130.0163484,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:48Z,T-72,35,130.0172966,T-62,35.0000541,130.0164318,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:49Z,T-72,35,130.0173844,T-62,35.0000541,130.0165152,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:50Z,T-72,35,130.0174722,T-62,35.0000541,130.0165986,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:51Z,T-72,35,130.01756,T-62,35.0000541,130.0173844,BTR-80,35.0000541,130.01756,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:52Z,T-72,35,130.0176478,T-62,35.0000541,130.0174722,BTR-80,35.0000541,130.0176478,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:53Z,T-72,35,130.0177356,T-62,35.0000541,130.01756,BTR-80,35.0000541,130.0177356,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:54Z,T-72,35,130.0178234,T-62,35.0000541,130.0176478,BTR-80,35.0000541,130.0178234,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:55Z,T-72,35,130.0179112,T-62,35.0000541,130.0177356,BTR-80,35.0000541,130.0179112,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:56Z,T-72,35,130.017999,T-62,35.0000541,130.0178234,BTR-80,35.0000541,130.017999,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:57Z,T-72,35,130.0180868,T-62,35.0000541,130.0179112,BTR-80,35.0000541,130.0180868,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:58Z,T-72,35,130.0181746,T-62,35.0000541,130.017999,BTR-80,35.0000541,130.0181746,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:59Z,T-72,35,130.0182624,T-62,35.0000541,130.0180868,BTR-80,35.0000541,130.0182624,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:00Z,T-72,35,130.0183502,T-62,35.0000541,130.0181746,BTR-80,35.0000541,130.0183502,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:01Z,T-72,35,130.018438,T-62,35.0000541,130.0182624,BTR-80,35.0000541,130.018438,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:02Z,T-72,35,130.0185258,T-62,35.0000541,130.0183502,BTR-80,35.0000541,130.0185258,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:03Z,T-72,35,130.0186136,T-62,35.0000541,130.018438,BTR-80,35.0000541,130.0186136,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:04Z,T-72,35,130.0187014,T-62,35.0000541,130.0185258,BTR-80,35.0000541,130.0187014,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:05Z,T-72,35,130.0187892,T-62,35.0000541,130.0186136,BTR-80,35.0000541,130.0187892,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:06Z,T-72,35,130.018877,T-62,35.0000541,130.0187014,BTR-80,35.0000541,130.018877,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:07Z,T-72,35,130.0189648,T-62,35.0000541,130.0187892,BTR-80,35.0000541,130.0189648,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:08Z,T-72,35,130.0190526,T-62,35.0000541,130.018877,BTR-80,35.0000541,130.0190526,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:09Z,T-72,35,130.0191404,T-62,35.0000541,130.0189648,BTR-80,35.0000541,130.0191404,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:10Z,T-72,35,130.0192282,T-62,35.0000541,130.0190526,BTR-80,35.0000541,130.0192282,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:11Z,T-72,35,130.019316,T-62,35.0000541,130.0191404,BTR-80,35.0000541,130.019316,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:12Z,T-72,35,130.0194038,T-62,35.0000541,130.0192282,BTR-80,35.0000541,130.0194038,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:13Z,T-72,35,130.0194916,T-62,35.0000541,130.019316,BTR-80,35.0000541,130.0194916,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:14Z,T-72,35,130.0195794,T-62,35.0000541,130.0194038,BTR-80,35.0000541,130.0195794,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:15Z,T-72,35,130.0196672,T-62,35.0000541,130.0194916,BTR-80,35.0000541,130.0196672,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:16Z,T-72,35,130.019755,T-62,35.0000541,130.0195794,BTR-80,35.0000541,130.019755,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:17Z,T-72,35,130.0198428,T-62,35.0000541,130.0196672,BTR-80,35.0000541,130.0198428,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:18Z,T-72,35,130.0199306,T-62,35.0000541,130.019755,BTR-80,35.0000541,130.0199306,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:19Z,T-72,35,130.0200184,T-62,35.0000541,130.0198428,BTR-80,35.0000541,130.0200184,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:20Z,T-72,35,130.0201062,T-62,35.0000541,130.0199306,BTR-80,35.0000541,130.0201062,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:21Z,T-72,35,130.020194,T-62,35.0000541,130.0200184,BTR-80,35.0000541,130.020194,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:22Z,T-72,35,130.0202818,T-62,35.0000541,130.0201062,BTR-80,35.0000541,130.0202818,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:23Z,T-72,35,130.0203696,T-62,35.0000541,130.020194,BTR-80,35.0000541,130.0203696,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:24Z,T-72,35,130.0204574,T-62,35.0000541,130.0202818,BTR-80,35.0000541,130.0204574,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:25Z,T-72,35,130.0205452,T-62,35.0000541,130.0203696,BTR-80,35.0000541,130.0205452,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:26Z,T-72,35,130.020633,T-62,35.0000541,130.0204574,BTR-80,35.0000541,130.020633,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:27Z,T-72,35,130.0207208,T-62,35.0000541,130.0205452,BTR-80,35.0000541,130.0207208,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:28Z,T-72,35,130.0208086,T-62,35.0000541,130.020633,BTR-80,35.0000541,130.0208086,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:29Z,T-72,35,130.0208964,T-62,35.0000541,130.0207208,BTR-80,35.0000541,130.0208964,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:30Z,T-72,35,130.0209842,T-62,35.0000541,130.0208086,BTR-80,35.0000541,130.0209842,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:31Z,T-72,35,130.021072,T-62,35.0000541,130.0208964,BTR-80,35.0000541,130.021072,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:32Z,T-72,35,130.0211598,T-62,35.0000541,130.0209842,BTR-80,35.0000541,130.0211598,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:33Z,T-72,35,130.0212476,T-62,35.0000541,130.021072,BTR-80,35.0000541,130.0212476,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:34Z,T-72,35,130.0213354,T-62,35.0000541,130.0211598,BTR-80,35.0000541,130.0213354,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:35Z,T-72,35,130.0214232,T-62,35.0000541,130.0212476,BTR-80,35.0000541,130.0214232,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:36Z,T-72,35,130.021511,T-62,35.0000541,130.0213354,BTR-80,35.0000541,130.021511,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:37Z,T-72,35,130.0215988,T-62,35.0000541,130.0214232,BTR-80,35.0000541,130.0215988,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:38Z,T-72,35,130.0216866,T-62,35.0000541,130.021511,BTR-80,35.0000541,130.0216866,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:39Z,T-72,35,130.0217744,T-62,35.0000541,130.0215988,BTR-80,35.0000541,130.0217744,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:40Z,T-72,35,130.0218622,T-62,35.0000541,130.0216866,BTR-80,35.0000541,130.0218622,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:41Z,T-72,35,130.02195,T-62,35.0000541,130.0217744,BTR-80,35.0000541,130.02195,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:42Z,T-72,35,130.0220378,T-62,35.0000541,130.0218622,BTR-80,35.0000541,130.0220378,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:43Z,T-72,35,130.0221256,T-62,35.0000541,130.02195,BTR-80,35.0000541,130.0221256,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:44Z,T-72,35,130.0222134,T-62,35.0000541,130.0220378,BTR-80,35.0000541,130.0222134,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:45Z,T-72,35,130.0223012,T-62,35.0000541,130.0221256,BTR-80,35.0000541,130.0223012,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:46Z,T-72,35,130.022389,T-62,35.0000541,130.0222134,BTR-80,35.0000541,130.022389,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:47Z,T-72,35,130.0224768,T-62,35.0000541,130.0223012,BTR-80,35.0000541,130.0224768,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:48Z,T-72,35,130.0225646,T-62,35.0000541,130.022389,BTR-80,35.0000541,130.0225646,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:49Z,T-72,35,130.0226524,T-62,35.0000541,130.0224768,BTR-80,35.0000541,130.0226524,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:50Z,T-72,35,130.0227402,T-62,35.0000541,130.0225646,BTR-80,35.0000541,130.0227402,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:51Z,T-72,35,130.022828,T-62,35.0000541,130.0226524,BTR-80,35.0000541,130.022828,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:52Z,T-72,35,130.0229158,T-62,35.0000541,130.0227402,BTR-80,35.0000541,130.0229158,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:53Z,T-72,35,130.0230036,T-62,35.0000541,130.022828,BTR-80,35.0000541,130.0230036,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:54Z,T-72,35,130.0230914,T-62,35.0000541,130.0229158,BTR-80,35.0000541,130.0230914,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:55Z,T-72,35,130.0231792,T-62,35.0000541,130.0230036,BTR-80,35.0000541,130.0231792,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:56Z,T-72,35,130.023267,T-62,35.0000541,130.0230914,BTR-80,35.0000541,130.023267,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:57Z,T-72,35,130.0233548,T-62,35.0000541,130.0231792,BTR-80,35.0000541,130.0233548,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:58Z,T-72,35,130.0234426,T-62,35.0000541,130.023267,BTR-80,35.0000541,130.0234426,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:59Z,T-72,35,130.0235304,T-62,35.0000541,130.0233548,BTR-80,35.0000541,130.0235304,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:00Z,T-72,35,130.0236182,T-62,35.0000541,130.0234426,BTR-80,35.0000541,130.0236182,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:01Z,T-72,35,130.023706,T-62,35.0000541,130.0235304,BTR-80,35.0000541,130.023706,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:02Z,T-72,35,130.0237938,T-62,35.0000541,130.0236182,BTR-80,35.0000541,130.0237938,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:03Z,T-72,35,130.0238816,T-62,35.0000541,130.023706,BTR-80,35.0000541,130.0238816,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:04Z,T-72,35,130.0239694,T-62,35.0000541,130.0237938,BTR-80,35.0000541,130.0239694,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:05Z,T-72,35,130.0240572,T-62,35.0000541,130.0238816,BTR-80,35.0000541,130.0240572,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:06Z,T-72,35,130.024145,T-62,35.0000541,130.0239694,BTR-80,35.0000541,130.024145,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:07Z,T-72,35,130.0242328,T-62,35.0000541,130.0240572,BTR-80,35.0000541,130.0242328,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:08Z,T-72,35,130.0243206,T-62,35.0000541,130.024145,BTR-80,35.0000541,130.0243206,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:09Z,T-72,35,130.0244084,T-62,35.0000541,130.0242328,BTR-80,35.0000541,130.0244084,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:10Z,T-72,35,130.0244962,T-62,35.0000541,130.0243206,BTR-80,35.0000541,130.0244962,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:11Z,T-72,35,130.024584,T-62,35.0000541,130.0244084,BTR-80,35.0000541,130.024584,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:12Z,T-72,35,130.0246718,T-62,35.0000541,130.0244962,BTR-80,35.0000541,130.0246718,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:13Z,T-72,35,130.0247596,T-62,35.0000541,130.024584,BTR-80,35.0000541,130.0247596,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:14Z,T-72,35,130.0248474,T-62,35.0000541,130.0246718,BTR-80,35.0000541,130.0248474,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:15Z,T-72,35,130.0249352,T-62,35.0000541,130.0247596,BTR-80,35.0000541,130.0249352,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:16Z,T-72,35,130.025023,T-62,35.0000541,130.0248474,BTR-80,35.0000541,130.025023,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:17Z,T-72,35,130.0251108,T-62,35.0000541,130.0249352,BTR-80,35.0000541,130.0251108,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:18Z,T-72,35,130.0251986,T-62,35.0000541,130.025023,BTR-80,35.0000541,130.0251986,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:19Z,T-72,35,130.0252864,T-62,35.0000541,130.0251108,BTR-80,35.0000541,130.0252864,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:20Z,T-72,35,130.0253742,T-62,35.0000541,130.0251986,BTR-80,35.0000541,130.0253742,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:21Z,T-72,35,130.025462,T-62,35.0000541,130.0252864,BTR-80,35.0000541,130.025462,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:22Z,T-72,35,130.0255498,T-62,35.0000541,130.0253742,BTR-80,35.0000541,130.0255498,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:23Z,T-72,35,130.0256376,T-62,35.0000541,130.025462,BTR-80,35.0000541,130.0256376,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:24Z,T-72,35,130.0257254,T-62,35.0000541,130.0255498,BTR-80,35.0000541,130.0257254,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:25Z,T-72,35,130.0258132,T-62,35.0000541,130.0256376,BTR-80,35.0000541,130.0258132,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:26Z,T-72,35,130.025901,T-62,35.0000541,130.0257254,BTR-80,35.0000541,130.025901,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:27Z,T-72,35,130.0259888,T-62,35.0000541,130.0258132,BTR-80,35.0000541,130.0259888,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:28Z,T-72,35,130.0260766,T-62,35.0000541,130.025901,BTR-80,35.0000541,130.0260766,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:29Z,T-72,35,130.0261644,T-62,35.0000541,130.0259888,BTR-80,35.0000541,130.0261644,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:30Z,T-72,35,130.0262522,T-62,35.0000541,130.0260766,BTR-80,35.0000541,130.0262522,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:31Z,T-72,35,130.02634,T-62,35.0000541,130.0261644,BTR-80,35.0000541,130.02634,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:32Z,T-72,35,130.0264278,T-62,35.0000541,130.0262522,BTR-80,35.0000541,130.0264278,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:33Z,T-72,35,130.0265156,T-62,35.0000541,130.02634,BTR-80,35.0000541,130.0265156,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:34Z,T-72,35,130.0266034,T-62,35.0000541,130.0264278,BTR-80,35.0000541,130.0266034,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:35Z,T-72,35,130.0266912,T-62,35.0000541,130.0265156,BTR-80,35.0000541,130.0266912,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:36Z,T-72,35,130.026779,T-62,35.0000541,130.0266034,BTR-80,35.0000541,130.026779,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:37Z,T-72,35,130.0268668,T-62,35.0000541,130.0266912,BTR-80,35.0000541,130.0268668,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:38Z,T-72,35,130.0269546,T-62,35.0000541,130.026779,BTR-80,35.0000541,130.0269546,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:39Z,T-72,35,130.0270424,T-62,35.0000541,130.0268668,BTR-80,35.0000541,130.0270424,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:40Z,T-72,35,130.0271302,T-62,35.0000541,130.0269546,BTR-80,35.0000541,130.0271302,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:41Z,T-72,35,130.027218,T-62,35.0000541,130.0270424,BTR-80,35.0000541,130.027218,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:42Z,T-72,35,130.0273058,T-62,35.0000541,130.0271302,BTR-80,35.0000541,130.0273058,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:43Z,T-72,35,130.0273936,T-62,35.0000541,130.027218,BTR-80,35.0000541,130.0273936,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:44Z,T-72,35,130.0274814,T-62,35.0000541,130.0273058,BTR-80,35.0000541,130.0274814,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:45Z,T-72,35,130.0275692,T-62,35.0000541,130.0273936,BTR-80,35.0000541,130.0275692,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:46Z,T-72,35,130.027657,T-62,35.0000541,130.0274814,BTR-80,35.0000541,130.027657,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:47Z,T-72,35,130.0277448,T-62,35.0000541,130.0275692,BTR-80,35.0000541,130.0277448,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:48Z,T-72,35,130.0278326,T-62,35.0000541,130.027657,BTR-80,35.0000541,130.0278326,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:49Z,T-72,35,130.0279204,T-62,35.0000541,130.0277448,BTR-80,35.0000541,130.0279204,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:50Z,T-72,35,130.0280082,T-62,35.0000541,130.0278326,BTR-80,35.0000541,130.0280082,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:51Z,T-72,35,130.028096,T-62,35.0000541,130.0279204,BTR-80,35.0000541,130.028096,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:52Z,T-72,35,130.0281838,T-62,35.0000541,130.0280082,BTR-80,35.0000541,130.0281838,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:53Z,T-72,35,130.0282716,T-62,35.0000541,130.028096,BTR-80,35.0000541,130.0282716,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:54Z,T-72,35,130.0283594,T-62,35.0000541,130.0281838,BTR-80,35.0000541,130.0283594,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:55Z,T-72,35,130.0284472,T-62,35.0000541,130.0282716,BTR-80,35.0000541,130.0284472,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:56Z,T-72,35,130.028535,T-62,35.0000541,130.0283594,BTR-80,35.0000541,130.028535,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:57Z,T-72,35,130.0286228,T-62,35.0000541,130.0284472,BTR-80,35.0000541,130.0286228,in front of,in back of,in back of,in front of,side by side,side by side
