time,BF_object_C,lat_C,long_C,BF_object_D,lat_D,long_D,BF_object_E,lat_E,long_E,C-D,D-C,D-E,E-D,E-C,C-E
+2026-02-05T22:38:42Z,Platform_A,35.00005233712313,130.01757466260938,K2BlackPanther,35.00005266208238,130.02723824657403,T90,35.000160180790445,130.02730959567452,behind,ahead of,behind,ahead of,ahead of,behind
+2026-02-05T22:38:43Z,Platform_A,35.00007316229114,130.01754523723332,K2BlackPanther,35.00005039856269,130.0272397778325,T90,35.00014801970005,130.02721645720243,behind,ahead of,beside,beside,ahead of,behind
+2026-02-05T22:38:44Z,Platform_A,35.00006754758769,130.01756318849868,K2BlackPanther,35.00004494972344,130.0272385081154,T90,35.000161028475155,130.0271499514603,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:45Z,Platform_A,35.000035457606764,130.01756030362037,K2BlackPanther,35.00002250564731,130.0272048085323,T90,35.00014730358733,130.02706535835898,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:46Z,Platform_A,35.000063276955125,130.01756209253614,K2BlackPanther,35.000025068056146,130.02720698442602,T90,35.000164695860285,130.0269841178941,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:47Z,Platform_A,35.00003675421503,130.01756098914635,K2BlackPanther,35.00001203581521,130.02721860448563,T90,35.0001670334858,130.02692923201735,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:48Z,Platform_A,35.00003555473148,130.0175393930415,K2BlackPanther,35.00001307206898,130.02722060608087,T90,35.00017207395462,130.02683826291064,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:49Z,Platform_A,35.000056048371896,130.01755193623958,K2BlackPanther,35.00004252149456,130.02722944886523,T90,35.00014053834413,130.02679572382326,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:50Z,Platform_A,35.00003503267913,130.0175515379595,K2BlackPanther,35.000042495813645,130.02719685930654,T90,35.000169902313175,130.026690684914,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:51Z,Platform_A,35.00005582988723,130.01756564932103,K2BlackPanther,35.00002593013634,130.02720682970835,T90,35.00016907571491,130.02663504333657,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:52Z,Platform_A,35.000034028643086,130.0175488600052,K2BlackPanther,35.00002426235843,130.02720331926346,T90,35.00017100565175,130.02655858899902,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:53Z,Platform_A,35.00004408833554,130.01757879659922,K2BlackPanther,35.000021730611216,130.0271989055851,T90,35.00015676406892,130.02648530013727,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:54Z,Platform_A,35.00005134720648,130.01753911179185,K2BlackPanther,35.00004077038225,130.02723702625164,T90,35.00016030143752,130.0264269199928,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:55Z,Platform_A,35.000075570911434,130.01757520558994,K2BlackPanther,35.00002110610498,130.02721940571413,T90,35.00018184268843,130.02631819181477,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:56Z,Platform_A,35.00003629480836,130.01756470698598,K2BlackPanther,35.00005246452708,130.02721978490732,T90,35.00015254786657,130.02624978108904,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:57Z,Platform_A,35.000033390238535,130.01757599999544,K2BlackPanther,35.00005076092696,130.02722935272152,T90,35.000168513030424,130.02620437508605,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:58Z,Platform_A,35.000068005476955,130.01755307737602,K2BlackPanther,35.0000164341231,130.0271965258156,T90,35.000167818249544,130.0260977681096,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:38:59Z,Platform_A,35.00005710577935,130.01754498913834,K2BlackPanther,35.000012975885454,130.02723855073245,T90,35.00014055948934,130.026062441596,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:00Z,Platform_A,35.00006313766407,130.01754924069468,K2BlackPanther,35.000038422998074,130.02721691373569,T90,35.00015463201426,130.02596057306027,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:01Z,Platform_A,35.00005734895044,130.01755653059305,K2BlackPanther,35.000032205145054,130.0272104467888,T90,35.00015862264563,130.02591603196038,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:02Z,Platform_A,35.00004986911562,130.01757718032616,K2BlackPanther,35.00001862498407,130.02723149261814,T90,35.000158624796455,130.0258059448084,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:03Z,Platform_A,35.000033846244165,130.0175748867473,K2BlackPanther,35.00004017630551,130.02720001704358,T90,35.000157676418276,130.02575329492794,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:04Z,Platform_A,35.00005874504177,130.0175615043465,K2BlackPanther,35.00003004904149,130.02723403023663,T90,35.00017138415071,130.02567938683026,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:05Z,Platform_A,35.000046914282166,130.01756641127588,K2BlackPanther,35.00003700250523,130.02720470343868,T90,35.0001431123766,130.02561205881653,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:06Z,Platform_A,35.00007532291299,130.01755351831267,K2BlackPanther,35.00002203075772,130.02723828816295,T90,35.00016955471568,130.02552958985228,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:07Z,Platform_A,35.00007351533034,130.0175576592329,K2BlackPanther,35.000012523727655,130.0272122752157,T90,35.000174141348204,130.02543711828662,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:08Z,Platform_A,35.000068628373434,130.0175473346175,K2BlackPanther,35.000039116884025,130.027224305058,T90,35.000148834974574,130.02537812930117,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:09Z,Platform_A,35.00006387292757,130.01757811177558,K2BlackPanther,35.00002623679113,130.02722474443556,T90,35.00017855594806,130.0253226993019,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:10Z,Platform_A,35.00007319266391,130.01757701060598,K2BlackPanther,35.000031261065686,130.02721397644362,T90,35.00014422959177,130.02525335347738,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:11Z,Platform_A,35.00007054150113,130.01757807726963,K2BlackPanther,35.00004379552109,130.02723381018944,T90,35.00017227113672,130.0251389757275,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:12Z,Platform_A,35.000063117664354,130.01754027754282,K2BlackPanther,35.00001409960521,130.02720337922602,T90,35.000177061479675,130.025072954608,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:13Z,Platform_A,35.0000543978052,130.0175399071727,K2BlackPanther,35.00003454504036,130.02720781277296,T90,35.00016541980935,130.02500219888955,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:14Z,Platform_A,35.00003795377108,130.01753917898958,K2BlackPanther,35.000030060226244,130.02723666471002,T90,35.00015428212233,130.02493748649366,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:15Z,Platform_A,35.00005565281906,130.0175637791558,K2BlackPanther,35.00004489471153,130.0272253549752,T90,35.000171657198585,130.02485339356173,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:16Z,Platform_A,35.00004713550184,130.0175695914649,K2BlackPanther,35.00002489740258,130.0272188451207,T90,35.00017495724595,130.02480563037946,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:17Z,Platform_A,35.00006486967189,130.01756982523034,K2BlackPanther,35.00002005778006,130.02720422243044,T90,35.000159794978806,130.02471339472706,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:18Z,Platform_A,35.000037216819166,130.01754962831893,K2BlackPanther,35.00002155429415,130.02723290655405,T90,35.00014295495075,130.02463508614164,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:19Z,Platform_A,35.000074088178756,130.01756219491347,K2BlackPanther,35.00003735354797,130.02721276258814,T90,35.00018394374483,130.0245527367593,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:20Z,Platform_A,35.00005748847347,130.01754352619517,K2BlackPanther,35.00003175353532,130.02723253138015,T90,35.000173546973684,130.02451331929078,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:21Z,Platform_A,35.00005647312476,130.01756837949742,K2BlackPanther,35.00001655254644,130.0272336867965,T90,35.00017712200214,130.02442837031782,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:22Z,Platform_A,35.00004174976643,130.01757044080074,K2BlackPanther,35.000015643044215,130.0272303877776,T90,35.00014667222154,130.0243590773981,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:23Z,Platform_A,35.00006181067125,130.0175721716579,K2BlackPanther,35.00003466314182,130.0272153853053,T90,35.00017583304344,130.02427001923854,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:24Z,Platform_A,35.000057941904,130.01757689173772,K2BlackPanther,35.00002137831505,130.027211162314,T90,35.000141244589095,130.02418544898913,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:25Z,Platform_A,35.00004621279731,130.01756237480862,K2BlackPanther,35.000026110751094,130.0272038496028,T90,35.00014378515814,130.0241250683591,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:26Z,Platform_A,35.00004565991188,130.01754044342655,K2BlackPanther,35.00002792972181,130.02721898012766,T90,35.00015639967041,130.0240710175735,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:27Z,Platform_A,35.000050208395,130.01758146468524,K2BlackPanther,35.000022749404486,130.02720379302926,T90,35.00016274824271,130.02398356969582,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:28Z,Platform_A,35.00003330759049,130.01756911914524,K2BlackPanther,35.00001612612036,130.02723994491222,T90,35.00015674012438,130.02389113579548,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:29Z,Platform_A,35.00005690782308,130.017542965631,K2BlackPanther,35.00003978874714,130.02721198360288,T90,35.000174311128724,130.0238418489082,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:30Z,Platform_A,35.00005470407687,130.0175437596118,K2BlackPanther,35.00001751219879,130.02720486799197,T90,35.000159286512805,130.0237533875832,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:31Z,Platform_A,35.0000606243108,130.0175812165701,K2BlackPanther,35.00004292792946,130.02721992450716,T90,35.00015803009722,130.0236839065568,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:32Z,Platform_A,35.00003769572903,130.0175468938251,K2BlackPanther,35.000036592520075,130.0272354137391,T90,35.000180579471674,130.0236108043141,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:33Z,Platform_A,35.00005332233337,130.0175691578129,K2BlackPanther,35.00001099352277,130.0272298337458,T90,35.000158339875554,130.02354462434624,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:34Z,Platform_A,35.000056352549265,130.01757994068822,K2BlackPanther,35.00004779760997,130.02720266067138,T90,35.00016047619181,130.02344161731213,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:35Z,Platform_A,35.00005202618943,130.01753970294692,K2BlackPanther,35.000046192926604,130.02722019052968,T90,35.000144085016366,130.02338968294177,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:36Z,Platform_A,35.00006875027536,130.01756424085966,K2BlackPanther,35.000018237617596,130.0272360478314,T90,35.00015629051432,130.02331140326712,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:37Z,Platform_A,35.00005156628685,130.01756330195414,K2BlackPanther,35.00005198398133,130.02720180280295,T90,35.00017730313076,130.0232307044644,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:38Z,Platform_A,35.000054923980585,130.0175749287669,K2BlackPanther,35.000042549100755,130.02721917066398,T90,35.00015971092421,130.02318669466672,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:39Z,Platform_A,35.00004883744801,130.01757026932555,K2BlackPanther,35.00001196596584,130.02720067773254,T90,35.00017727001037,130.02311354628478,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:40Z,Platform_A,35.000066833296074,130.01757966473065,K2BlackPanther,35.0000327648463,130.0272120586499,T90,35.00015575925699,130.02303630551773,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:41Z,Platform_A,35.000055308767806,130.01755894730314,K2BlackPanther,35.00003887978276,130.02720066883538,T90,35.00014723100834,130.02295624728714,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:42Z,Platform_A,35.00003873092702,130.01754983189986,K2BlackPanther,35.00001424092621,130.02721737503572,T90,35.00018109708881,130.022887711685,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:43Z,Platform_A,35.00003526717395,130.017559074984,K2BlackPanther,35.00002937510166,130.02722403847315,T90,35.00017905697648,130.0227990811362,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:44Z,Platform_A,35.000057785375226,130.01755741859017,K2BlackPanther,35.000041248956656,130.02719908062755,T90,35.00017718366515,130.02271457817355,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:45Z,Platform_A,35.00005586123729,130.01754085692508,K2BlackPanther,35.000028212370594,130.0272354506903,T90,35.00016407312186,130.02263795629213,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:46Z,Platform_A,35.000038204786435,130.01754814672577,K2BlackPanther,35.00002988068364,130.02722620179603,T90,35.0001692996453,130.02256605021458,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:47Z,Platform_A,35.00003707127751,130.01754915245698,K2BlackPanther,35.00003273472218,130.02722121017914,T90,35.000150942096006,130.02251856706954,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:48Z,Platform_A,35.00004419272502,130.01756403195287,K2BlackPanther,35.00005163421605,130.0272244286985,T90,35.00014675931798,130.02242214410646,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:49Z,Platform_A,35.00007380356118,130.01756561985337,K2BlackPanther,35.00002509154618,130.02721370697407,T90,35.000159039264446,130.02235343437798,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:50Z,Platform_A,35.00006222602023,130.01757720662044,K2BlackPanther,35.00004696465508,130.0272009576001,T90,35.00015112941492,130.0222908391088,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:51Z,Platform_A,35.000061715439934,130.01758120084904,K2BlackPanther,35.000044461487555,130.02722780202345,T90,35.000164233343625,130.02219699384,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:52Z,Platform_A,35.00007534546048,130.01766058865326,K2BlackPanther,35.00003613645329,130.02720543373007,T90,35.00015949864735,130.02212155991813,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:53Z,Platform_A,35.000044984783536,130.0177569318651,K2BlackPanther,35.00002263712941,130.02721628817983,T90,35.00016960981459,130.02204530800157,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:54Z,Platform_A,35.000056694715646,130.0178263387367,K2BlackPanther,35.00001239447367,130.02720465332007,T90,35.00018252787787,130.02199527395092,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:55Z,Platform_A,35.000033384095936,130.0178926596525,K2BlackPanther,35.00005205825762,130.02719720327667,T90,35.0001727066626,130.0219076137226,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:56Z,Platform_A,35.00004010894474,130.0179908754892,K2BlackPanther,35.00004777236056,130.02720120169874,T90,35.000183524694336,130.02183146999818,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:57Z,Platform_A,35.00006985213531,130.01810213611753,K2BlackPanther,35.0000500060338,130.02722044754046,T90,35.00014761790202,130.02174707168368,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:58Z,Platform_A,35.00004672805928,130.01818274816054,K2BlackPanther,35.00002932912862,130.02720573994998,T90,35.00016645581551,130.02170152091782,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:39:59Z,Platform_A,35.00003752913898,130.01826590383297,K2BlackPanther,35.000029270353764,130.02721473756657,T90,35.00017833892866,130.02161901020645,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:00Z,Platform_A,35.00006001829505,130.01833594039755,K2BlackPanther,35.00001041725137,130.0272246298491,T90,35.00018375702082,130.02156656784942,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:01Z,Platform_A,35.00005853926199,130.01842260236245,K2BlackPanther,35.00003281052247,130.0272186178786,T90,35.00014115838823,130.02145672526854,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:02Z,Platform_A,35.00007005745002,130.0185045862892,K2BlackPanther,35.000022009820476,130.02723212324605,T90,35.00015261680715,130.0214118712277,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:03Z,Platform_A,35.00006193728441,130.01863186829138,K2BlackPanther,35.00004366756542,130.0272180464724,T90,35.00014421835906,130.02131858073216,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:04Z,Platform_A,35.00006204347843,130.01869009908722,K2BlackPanther,35.000050796600505,130.02720577271967,T90,35.00015490107711,130.02126491942943,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:05Z,Platform_A,35.000046029826,130.01879590302283,K2BlackPanther,35.00001374048253,130.02719777043635,T90,35.000140401357534,130.02116505179217,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:06Z,Platform_A,35.00004936263702,130.0188812740503,K2BlackPanther,35.000048185244836,130.02721307408493,T90,35.000148342486305,130.0210969515557,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:07Z,Platform_A,35.00003512790379,130.01894553135145,K2BlackPanther,35.0000381332078,130.0272158497626,T90,35.000161958595925,130.0210249019055,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:08Z,Platform_A,35.00007210835507,130.01904341481247,K2BlackPanther,35.00001948491279,130.02722927253026,T90,35.000169323712605,130.0209561522173,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:09Z,Platform_A,35.00005299727301,130.01915015200964,K2BlackPanther,35.00004524146366,130.027220275388,T90,35.000175110441205,130.02089133854625,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:10Z,Platform_A,35.00007330109319,130.0192246506717,K2BlackPanther,35.0000349069033,130.02721396238513,T90,35.00014652113106,130.02079829148855,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:11Z,Platform_A,35.00003519482155,130.01932273311266,K2BlackPanther,35.00002830467401,130.02723390174248,T90,35.00014639954246,130.020721285547,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:12Z,Platform_A,35.00005984694302,130.01941734203743,K2BlackPanther,35.00002440844887,130.02722095008983,T90,35.000171355422964,130.02067741866665,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:13Z,Platform_A,35.00003750702967,130.0194767241386,K2BlackPanther,35.0000454551754,130.02723440370852,T90,35.00018147686026,130.02060948122687,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:14Z,Platform_A,35.00006591305989,130.01957122425472,K2BlackPanther,35.00005083418813,130.02721309037744,T90,35.0001480094933,130.02052872521332,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:15Z,Platform_A,35.00007142685969,130.01966870539363,K2BlackPanther,35.000041454691306,130.02720662742328,T90,35.000159061476324,130.02044820237128,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:16Z,Platform_A,35.00007182144102,130.01973624574964,K2BlackPanther,35.000013085340115,130.02721221355858,T90,35.00017975361297,130.0203579772074,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:17Z,Platform_A,35.00007242169129,130.01986439661712,K2BlackPanther,35.00004375519601,130.02721426896198,T90,35.00015958799117,130.0203056482268,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:18Z,Platform_A,35.00006474065898,130.01994376890713,K2BlackPanther,35.000016435644234,130.02723461912092,T90,35.000178015595644,130.0202221099678,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:19Z,Platform_A,35.00007229702265,130.02002033816564,K2BlackPanther,35.000025586498204,130.02719961407414,T90,35.000149350922094,130.02015923351553,behind,ahead of,ahead of,behind,ahead of,behind
+2026-02-05T22:40:20Z,Platform_A,35.00005331603207,130.02010763201838,K2BlackPanther,35.00002751257919,130.02721314658584,T90,35.00017145457603,130.0200755570159,behind,ahead of,ahead of,behind,beside,beside
+2026-02-05T22:40:21Z,Platform_A,35.000066090331636,130.02020167007888,K2BlackPanther,35.0000427355496,130.02722799907204,T90,35.00017982470144,130.01999936946515,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:22Z,Platform_A,35.00007575873824,130.02026994076388,K2BlackPanther,35.00004655612259,130.0272143199515,T90,35.000169320411246,130.01991525365585,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:23Z,Platform_A,35.000075312294385,130.0203665435842,K2BlackPanther,35.0000140648642,130.02723209158762,T90,35.00014615412298,130.01983594310937,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:24Z,Platform_A,35.00005566964097,130.02044551823212,K2BlackPanther,35.00001870526067,130.02720640553414,T90,35.00017243066205,130.01977683475735,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:25Z,Platform_A,35.00003820818397,130.0205620348727,K2BlackPanther,35.00004996108211,130.02722767999725,T90,35.00014272576825,130.01968430502023,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:26Z,Platform_A,35.000065490798455,130.02063321674214,K2BlackPanther,35.000043646993326,130.027221112926,T90,35.000154614032404,130.01963075391131,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:27Z,Platform_A,35.00004522176932,130.02074043323228,K2BlackPanther,35.00001440504534,130.02720374638636,T90,35.00017810462074,130.0195571878416,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:28Z,Platform_A,35.00007236062035,130.02081894349058,K2BlackPanther,35.00003535184507,130.02722173675537,T90,35.00014929300781,130.01946726442526,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:29Z,Platform_A,35.000067719685354,130.02090350281807,K2BlackPanther,35.00004197676282,130.02720581606596,T90,35.00017502045646,130.0194064854018,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:30Z,Platform_A,35.00005914849941,130.02096840783383,K2BlackPanther,35.00005127732959,130.0271997573248,T90,35.00014093880234,130.01931949943403,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:31Z,Platform_A,35.00006106536494,130.0210536029805,K2BlackPanther,35.00004236498427,130.0271971012948,T90,35.00015992830512,130.01926781173316,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:32Z,Platform_A,35.00003337190841,130.02117988588512,K2BlackPanther,35.00004440841933,130.027210701208,T90,35.000166879243196,130.01917587827336,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:33Z,Platform_A,35.000038977141834,130.0212681166227,K2BlackPanther,35.00003534743829,130.02721490149983,T90,35.00017534338313,130.01913272206104,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:34Z,Platform_A,35.000066288214065,130.02132560957537,K2BlackPanther,35.00004745452457,130.02721075607687,T90,35.00017467490224,130.0190258541133,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:35Z,Platform_A,35.00006203640188,130.02142834565342,K2BlackPanther,35.00004090692734,130.02723706328092,T90,35.000176565352504,130.01896314779435,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:36Z,Platform_A,35.000032235721676,130.02150204102108,K2BlackPanther,35.00001235343309,130.0272239995053,T90,35.00017230291795,130.01889365291882,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:37Z,Platform_A,35.00007162307278,130.0216140184477,K2BlackPanther,35.00002797862149,130.02721202217677,T90,35.0001795805474,130.01881203689064,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:38Z,Platform_A,35.00006518923978,130.02168104318665,K2BlackPanther,35.00005232196497,130.0272247832315,T90,35.00016993647478,130.01873938469478,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:39Z,Platform_A,35.0000327902708,130.02175271860077,K2BlackPanther,35.00001969567482,130.0272187146641,T90,35.00015237434328,130.01865485727345,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:40Z,Platform_A,35.00005941666173,130.0218799668727,K2BlackPanther,35.00004303780347,130.02720301362788,T90,35.00015338093017,130.01858326879972,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:41Z,Platform_A,35.00005522345497,130.02195921834172,K2BlackPanther,35.000013874288996,130.0271983819624,T90,35.00017098811521,130.01850845292392,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:42Z,Platform_A,35.000073401278776,130.0220202427268,K2BlackPanther,35.00002338034559,130.0271996436287,T90,35.00016756612951,130.01844813892356,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:43Z,Platform_A,35.00003361118546,130.02212924428565,K2BlackPanther,35.00002938480565,130.02720297400677,T90,35.00015166366402,130.0183755721986,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:44Z,Platform_A,35.00004845098736,130.02220931926092,K2BlackPanther,35.00001163431886,130.0272164510561,T90,35.00014655346886,130.01829678671666,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:45Z,Platform_A,35.000054540468554,130.0223095146092,K2BlackPanther,35.000032393963025,130.02721075841833,T90,35.000180625908214,130.01824724349578,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:46Z,Platform_A,35.00007059697939,130.0223741978728,K2BlackPanther,35.00003519075957,130.0272292677305,T90,35.000148785304525,130.0181691621282,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:47Z,Platform_A,35.000074289338194,130.0224844860629,K2BlackPanther,35.000017077252004,130.02719856832672,T90,35.00015157968834,130.018076043404,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:48Z,Platform_A,35.000058342232236,130.0225547600726,K2BlackPanther,35.000034730970164,130.02723753320333,T90,35.0001685674652,130.01802669348555,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:49Z,Platform_A,35.00005528006573,130.0226646340136,K2BlackPanther,35.000014304215426,130.02721430979415,T90,35.00018261215097,130.0179293772507,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:50Z,Platform_A,35.00003842870619,130.02274802396545,K2BlackPanther,35.000033743727535,130.02721789294642,T90,35.00014791231515,130.01787874169003,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:51Z,Platform_A,35.00006296698933,130.02280639518267,K2BlackPanther,35.00002427527781,130.02723110579592,T90,35.000182828283506,130.01777380475346,behind,ahead of,ahead of,behind,behind,ahead of
+2026-02-05T22:40:52Z,Platform_A,35.00005945100516,130.02290721479244,K2BlackPanther,35.000026320573305,130.02720996492002,T90,35.00015671198292,130.0177184416884,behind,ahead of,ahead of,behind,behind,ahead of
