time,BF_object_A,lat_A,long_A,BF_object_B,lat_B,long_B,BF_object_C,lat_C,long_C,A-B,B-A,B-C,C-B,A-C,C-A
+2026-02-05T22:39:11Z,T-62,35.1,129.044048,T-72,35.1000541,129.0433456,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:12Z,T-62,35.1,129.0441358,T-72,35.1000541,129.04342901,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:13Z,T-62,35.1,129.0442236,T-72,35.1000541,129.04351242,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:14Z,T-62,35.1,129.0443114,T-72,35.1000541,129.04359583000002,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:15Z,T-62,35.1,129.04439920000002,T-72,35.1000541,129.04367924,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:16Z,T-62,35.1,129.044487,T-72,35.1000541,129.04376265,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:17Z,T-62,35.1,129.0445748,T-72,35.1000541,129.04384606,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:18Z,T-62,35.1,129.0446626,T-72,35.1000541,129.04392947,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:19Z,T-62,35.1,129.0447504,T-72,35.1000541,129.04401288,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:20Z,T-62,35.1,129.04483820000002,T-72,35.1000541,129.04409629,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:21Z,T-62,35.1,129.044926,T-72,35.1000541,129.0441797,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:22Z,T-62,35.1,129.0450138,T-72,35.1000541,129.04426311,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:23Z,T-62,35.1,129.0451016,T-72,35.1000541,129.04434652,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:24Z,T-62,35.1,129.0451894,T-72,35.1000541,129.04442993,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:25Z,T-62,35.1,129.04527720000002,T-72,35.1000541,129.04451334,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:26Z,T-62,35.1,129.045365,T-72,35.1000541,129.04459675,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:27Z,T-62,35.1,129.0454528,T-72,35.1000541,129.04468016,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:28Z,T-62,35.1,129.0455406,T-72,35.1000541,129.04476357000001,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:29Z,T-62,35.1,129.0456284,T-72,35.1000541,129.04484698,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:30Z,T-62,35.1,129.04571620000002,T-72,35.1000541,129.04493039,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:31Z,T-62,35.1,129.045804,T-72,35.1000541,129.0450138,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:32Z,T-62,35.1,129.0458918,T-72,35.1000541,129.04509721,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:33Z,T-62,35.1,129.0459796,T-72,35.1000541,129.04518062,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:34Z,T-62,35.1,129.0460674,T-72,35.1000541,129.04526403,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:35Z,T-62,35.1,129.0461552,T-72,35.1000541,129.04534744,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:36Z,T-62,35.1,129.046243,T-72,35.1000541,129.04543085,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:37Z,T-62,35.1,129.0463308,T-72,35.1000541,129.04551426,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:38Z,T-62,35.1,129.0464186,T-72,35.1000541,129.04559767,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:39Z,T-62,35.1,129.0465064,T-72,35.1000541,129.04568108,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:40Z,T-62,35.1,129.0465942,T-72,35.1000541,129.04576449,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:41Z,T-62,35.1,129.046682,T-72,35.1000541,129.0458479,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:42Z,T-62,35.1,129.0467698,T-72,35.1000541,129.04593131000001,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:43Z,T-62,35.1,129.0468576,T-72,35.1000541,129.04601472,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:44Z,T-62,35.1,129.0469454,T-72,35.1000541,129.04609813,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:45Z,T-62,35.1,129.0470332,T-72,35.1000541,129.04618154,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:46Z,T-62,35.1,129.047121,T-72,35.1000541,129.04626495,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:47Z,T-62,35.1,129.0472088,T-72,35.1000541,129.04634836,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:48Z,T-62,35.1,129.0472966,T-72,35.1000541,129.04643177,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:49Z,T-62,35.1,129.0473844,T-72,35.1000541,129.04651518,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:50Z,T-62,35.1,129.0474722,T-72,35.1000541,129.04659859,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,in back of,in front of
+2026-02-05T22:39:51Z,T-62,35.1,129.04756,T-72,35.1000541,129.0473844,BTR-80,35.1001082,129.04756,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:52Z,T-62,35.1,129.0476478,T-72,35.1000541,129.0474722,BTR-80,35.1001082,129.0476478,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:53Z,T-62,35.1,129.0477356,T-72,35.1000541,129.04756,BTR-80,35.1001082,129.0477356,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:54Z,T-62,35.1,129.0478234,T-72,35.1000541,129.0476478,BTR-80,35.1001082,129.0478234,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:55Z,T-62,35.1,129.0479112,T-72,35.1000541,129.04773559999998,BTR-80,35.1001082,129.0479112,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:56Z,T-62,35.1,129.047999,T-72,35.1000541,129.0478234,BTR-80,35.1001082,129.047999,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:57Z,T-62,35.1,129.0480868,T-72,35.1000541,129.0479112,BTR-80,35.1001082,129.0480868,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:58Z,T-62,35.1,129.0481746,T-72,35.1000541,129.047999,BTR-80,35.1001082,129.0481746,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:39:59Z,T-62,35.1,129.0482624,T-72,35.1000541,129.0480868,BTR-80,35.1001082,129.0482624,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:00Z,T-62,35.1,129.0483502,T-72,35.1000541,129.04817459999998,BTR-80,35.1001082,129.0483502,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:01Z,T-62,35.1,129.048438,T-72,35.1000541,129.0482624,BTR-80,35.1001082,129.048438,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:02Z,T-62,35.1,129.0485258,T-72,35.1000541,129.0483502,BTR-80,35.1001082,129.0485258,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:03Z,T-62,35.1,129.0486136,T-72,35.1000541,129.048438,BTR-80,35.1001082,129.0486136,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:04Z,T-62,35.1,129.0487014,T-72,35.1000541,129.0485258,BTR-80,35.1001082,129.0487014,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:05Z,T-62,35.1,129.0487892,T-72,35.1000541,129.04861359999998,BTR-80,35.1001082,129.0487892,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:06Z,T-62,35.1,129.048877,T-72,35.1000541,129.0487014,BTR-80,35.1001082,129.048877,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:07Z,T-62,35.1,129.0489648,T-72,35.1000541,129.0487892,BTR-80,35.1001082,129.0489648,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:08Z,T-62,35.1,129.0490526,T-72,35.1000541,129.048877,BTR-80,35.1001082,129.0490526,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:09Z,T-62,35.1,129.0491404,T-72,35.1000541,129.0489648,BTR-80,35.1001082,129.0491404,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:10Z,T-62,35.1,129.0492282,T-72,35.1000541,129.04905259999998,BTR-80,35.1001082,129.0492282,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:11Z,T-62,35.1,129.049316,T-72,35.1000541,129.0491404,BTR-80,35.1001082,129.049316,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:12Z,T-62,35.1,129.0494038,T-72,35.1000541,129.0492282,BTR-80,35.1001082,129.0494038,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:13Z,T-62,35.1,129.0494916,T-72,35.1000541,129.049316,BTR-80,35.1001082,129.0494916,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:14Z,T-62,35.1,129.0495794,T-72,35.1000541,129.0494038,BTR-80,35.1001082,129.0495794,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:15Z,T-62,35.1,129.0496672,T-72,35.1000541,129.04949159999998,BTR-80,35.1001082,129.0496672,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:16Z,T-62,35.1,129.049755,T-72,35.1000541,129.0495794,BTR-80,35.1001082,129.049755,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:17Z,T-62,35.1,129.0498428,T-72,35.1000541,129.0496672,BTR-80,35.1001082,129.0498428,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:18Z,T-62,35.1,129.0499306,T-72,35.1000541,129.049755,BTR-80,35.1001082,129.0499306,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:19Z,T-62,35.1,129.0500184,T-72,35.1000541,129.0498428,BTR-80,35.1001082,129.0500184,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:20Z,T-62,35.1,129.0501062,T-72,35.1000541,129.04993059999998,BTR-80,35.1001082,129.0501062,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:21Z,T-62,35.1,129.050194,T-72,35.1000541,129.0500184,BTR-80,35.1001082,129.050194,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:22Z,T-62,35.1,129.0502818,T-72,35.1000541,129.0501062,BTR-80,35.1001082,129.0502818,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:23Z,T-62,35.1,129.0503696,T-72,35.1000541,129.050194,BTR-80,35.1001082,129.0503696,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:24Z,T-62,35.1,129.0504574,T-72,35.1000541,129.0502818,BTR-80,35.1001082,129.0504574,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:25Z,T-62,35.1,129.0505452,T-72,35.1000541,129.05036959999998,BTR-80,35.1001082,129.0505452,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:26Z,T-62,35.1,129.050633,T-72,35.1000541,129.0504574,BTR-80,35.1001082,129.050633,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:27Z,T-62,35.1,129.0507208,T-72,35.1000541,129.0505452,BTR-80,35.1001082,129.0507208,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:28Z,T-62,35.1,129.0508086,T-72,35.1000541,129.050633,BTR-80,35.1001082,129.0508086,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:29Z,T-62,35.1,129.0508964,T-72,35.1000541,129.0507208,BTR-80,35.1001082,129.0508964,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:30Z,T-62,35.1,129.0509842,T-72,35.1000541,129.05080859999998,BTR-80,35.1001082,129.0509842,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:31Z,T-62,35.1,129.051072,T-72,35.1000541,129.0508964,BTR-80,35.1001082,129.051072,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:32Z,T-62,35.1,129.0511598,T-72,35.1000541,129.0509842,BTR-80,35.1001082,129.0511598,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:33Z,T-62,35.1,129.0512476,T-72,35.1000541,129.051072,BTR-80,35.1001082,129.0512476,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:34Z,T-62,35.1,129.0513354,T-72,35.1000541,129.0511598,BTR-80,35.1001082,129.0513354,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:35Z,T-62,35.1,129.0514232,T-72,35.1000541,129.05124759999998,BTR-80,35.1001082,129.0514232,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:36Z,T-62,35.1,129.051511,T-72,35.1000541,129.0513354,BTR-80,35.1001082,129.051511,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:37Z,T-62,35.1,129.0515988,T-72,35.1000541,129.0514232,BTR-80,35.1001082,129.0515988,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:38Z,T-62,35.1,129.0516866,T-72,35.1000541,129.051511,BTR-80,35.1001082,129.0516866,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:39Z,T-62,35.1,129.0517744,T-72,35.1000541,129.0515988,BTR-80,35.1001082,129.0517744,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:40Z,T-62,35.1,129.0518622,T-72,35.1000541,129.05168659999998,BTR-80,35.1001082,129.0518622,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:41Z,T-62,35.1,129.05195,T-72,35.1000541,129.0517744,BTR-80,35.1001082,129.05195,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:42Z,T-62,35.1,129.0520378,T-72,35.1000541,129.0518622,BTR-80,35.1001082,129.0520378,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:43Z,T-62,35.1,129.0521256,T-72,35.1000541,129.05195,BTR-80,35.1001082,129.0521256,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:44Z,T-62,35.1,129.0522134,T-72,35.1000541,129.0520378,BTR-80,35.1001082,129.0522134,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:45Z,T-62,35.1,129.0523012,T-72,35.1000541,129.05212559999998,BTR-80,35.1001082,129.0523012,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:46Z,T-62,35.1,129.052389,T-72,35.1000541,129.0522134,BTR-80,35.1001082,129.052389,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:47Z,T-62,35.1,129.0524768,T-72,35.1000541,129.0523012,BTR-80,35.1001082,129.0524768,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:48Z,T-62,35.1,129.0525646,T-72,35.1000541,129.052389,BTR-80,35.1001082,129.0525646,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:49Z,T-62,35.1,129.0526524,T-72,35.1000541,129.0524768,BTR-80,35.1001082,129.0526524,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:50Z,T-62,35.1,129.0527402,T-72,35.1000541,129.05256459999998,BTR-80,35.1001082,129.0527402,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:51Z,T-62,35.1,129.052828,T-72,35.1000541,129.0526524,BTR-80,35.1001082,129.052828,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:52Z,T-62,35.1,129.0529158,T-72,35.1000541,129.0527402,BTR-80,35.1001082,129.0529158,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:53Z,T-62,35.1,129.0530036,T-72,35.1000541,129.052828,BTR-80,35.1001082,129.0530036,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:54Z,T-62,35.1,129.0530914,T-72,35.1000541,129.0529158,BTR-80,35.1001082,129.0530914,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:55Z,T-62,35.1,129.0531792,T-72,35.1000541,129.05300359999998,BTR-80,35.1001082,129.0531792,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:56Z,T-62,35.1,129.053267,T-72,35.1000541,129.0530914,BTR-80,35.1001082,129.053267,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:57Z,T-62,35.1,129.0533548,T-72,35.1000541,129.0531792,BTR-80,35.1001082,129.0533548,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:58Z,T-62,35.1,129.0534426,T-72,35.1000541,129.053267,BTR-80,35.1001082,129.0534426,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:40:59Z,T-62,35.1,129.0535304,T-72,35.1000541,129.0533548,BTR-80,35.1001082,129.0535304,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:00Z,T-62,35.1,129.0536182,T-72,35.1000541,129.05344259999998,BTR-80,35.1001082,129.0536182,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:01Z,T-62,35.1,129.053706,T-72,35.1000541,129.0535304,BTR-80,35.1001082,129.053706,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:02Z,T-62,35.1,129.0537938,T-72,35.1000541,129.0536182,BTR-80,35.1001082,129.0537938,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:03Z,T-62,35.1,129.0538816,T-72,35.1000541,129.053706,BTR-80,35.1001082,129.0538816,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:04Z,T-62,35.1,129.0539694,T-72,35.1000541,129.0537938,BTR-80,35.1001082,129.0539694,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:05Z,T-62,35.1,129.0540572,T-72,35.1000541,129.05388159999998,BTR-80,35.1001082,129.0540572,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:06Z,T-62,35.1,129.054145,T-72,35.1000541,129.0539694,BTR-80,35.1001082,129.054145,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:07Z,T-62,35.1,129.0542328,T-72,35.1000541,129.0540572,BTR-80,35.1001082,129.0542328,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:08Z,T-62,35.1,129.0543206,T-72,35.1000541,129.054145,BTR-80,35.1001082,129.0543206,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:09Z,T-62,35.1,129.0544084,T-72,35.1000541,129.0542328,BTR-80,35.1001082,129.0544084,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:10Z,T-62,35.1,129.0544962,T-72,35.1000541,129.05432059999998,BTR-80,35.1001082,129.0544962,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:11Z,T-62,35.1,129.054584,T-72,35.1000541,129.0544084,BTR-80,35.1001082,129.054584,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:12Z,T-62,35.1,129.0546718,T-72,35.1000541,129.0544962,BTR-80,35.1001082,129.0546718,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:13Z,T-62,35.1,129.0547596,T-72,35.1000541,129.054584,BTR-80,35.1001082,129.0547596,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:14Z,T-62,35.1,129.0548474,T-72,35.1000541,129.0546718,BTR-80,35.1001082,129.0548474,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:15Z,T-62,35.1,129.0549352,T-72,35.1000541,129.05475959999998,BTR-80,35.1001082,129.0549352,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:16Z,T-62,35.1,129.055023,T-72,35.1000541,129.0548474,BTR-80,35.1001082,129.055023,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:17Z,T-62,35.1,129.0551108,T-72,35.1000541,129.0549352,BTR-80,35.1001082,129.0551108,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:18Z,T-62,35.1,129.0551986,T-72,35.1000541,129.055023,BTR-80,35.1001082,129.0551986,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:19Z,T-62,35.1,129.0552864,T-72,35.1000541,129.0551108,BTR-80,35.1001082,129.0552864,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:20Z,T-62,35.1,129.0553742,T-72,35.1000541,129.05519859999998,BTR-80,35.1001082,129.0553742,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:21Z,T-62,35.1,129.055462,T-72,35.1000541,129.0552864,BTR-80,35.1001082,129.055462,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:22Z,T-62,35.1,129.0555498,T-72,35.1000541,129.0553742,BTR-80,35.1001082,129.0555498,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:23Z,T-62,35.1,129.0556376,T-72,35.1000541,129.055462,BTR-80,35.1001082,129.0556376,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:24Z,T-62,35.1,129.0557254,T-72,35.1000541,129.0555498,BTR-80,35.1001082,129.0557254,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:25Z,T-62,35.1,129.0558132,T-72,35.1000541,129.05563759999998,BTR-80,35.1001082,129.0558132,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:26Z,T-62,35.1,129.055901,T-72,35.1000541,129.0557254,BTR-80,35.1001082,129.055901,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:27Z,T-62,35.1,129.0559888,T-72,35.1000541,129.0558132,BTR-80,35.1001082,129.0559888,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:28Z,T-62,35.1,129.0560766,T-72,35.1000541,129.055901,BTR-80,35.1001082,129.0560766,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:29Z,T-62,35.1,129.0561644,T-72,35.1000541,129.0559888,BTR-80,35.1001082,129.0561644,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:30Z,T-62,35.1,129.0562522,T-72,35.1000541,129.05607659999998,BTR-80,35.1001082,129.0562522,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:31Z,T-62,35.1,129.05634,T-72,35.1000541,129.0561644,BTR-80,35.1001082,129.05634,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:32Z,T-62,35.1,129.0564278,T-72,35.1000541,129.0562522,BTR-80,35.1001082,129.0564278,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:33Z,T-62,35.1,129.0565156,T-72,35.1000541,129.05634,BTR-80,35.1001082,129.0565156,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:34Z,T-62,35.1,129.0566034,T-72,35.1000541,129.0564278,BTR-80,35.1001082,129.0566034,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:35Z,T-62,35.1,129.0566912,T-72,35.1000541,129.05651559999998,BTR-80,35.1001082,129.0566912,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:36Z,T-62,35.1,129.056779,T-72,35.1000541,129.0566034,BTR-80,35.1001082,129.056779,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:37Z,T-62,35.1,129.0568668,T-72,35.1000541,129.0566912,BTR-80,35.1001082,129.0568668,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:38Z,T-62,35.1,129.0569546,T-72,35.1000541,129.056779,BTR-80,35.1001082,129.0569546,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:39Z,T-62,35.1,129.0570424,T-72,35.1000541,129.0568668,BTR-80,35.1001082,129.0570424,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:40Z,T-62,35.1,129.0571302,T-72,35.1000541,129.05695459999998,BTR-80,35.1001082,129.0571302,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:41Z,T-62,35.1,129.057218,T-72,35.1000541,129.0570424,BTR-80,35.1001082,129.057218,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:42Z,T-62,35.1,129.0573058,T-72,35.1000541,129.0571302,BTR-80,35.1001082,129.0573058,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:43Z,T-62,35.1,129.0573936,T-72,35.1000541,129.057218,BTR-80,35.1001082,129.0573936,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:44Z,T-62,35.1,129.0574814,T-72,35.1000541,129.0573058,BTR-80,35.1001082,129.0574814,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:45Z,T-62,35.1,129.0575692,T-72,35.1000541,129.05739359999998,BTR-80,35.1001082,129.0575692,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:46Z,T-62,35.1,129.057657,T-72,35.1000541,129.0574814,BTR-80,35.1001082,129.057657,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:47Z,T-62,35.1,129.0577448,T-72,35.1000541,129.0575692,BTR-80,35.1001082,129.0577448,in front of,in back of,in back of,in front of,side by side,side by side
+2026-02-05T22:41:48Z,T-62,35.1,129.0578326,T-72,35.1000541,129.057657,BTR-80,35.1001082,129.0578326,in front of,in back of,in back of,in front of,side by side,side by side
