time,BF_object_C,lat_C,long_C,BF_object_D,lat_D,long_D,BF_object_E,lat_E,long_E,C-D,D-C,D-E,E-D,C-E,E-C
+2026-02-05T22:38:39Z,Platform_A,35.00011047349676,130.01757204227223,K2BlackPanther,35.00005796071458,130.02456502908473,T90,35.00014589372364,130.02883931452038,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:40Z,Platform_A,35.0001157028048,130.01754202182028,K2BlackPanther,35.00005142531932,130.02458873140952,T90,35.00017894149864,130.0287656427083,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:41Z,Platform_A,35.000104664200954,130.01754718970733,K2BlackPanther,35.000041496649104,130.02459548444912,T90,35.00016188383487,130.02870521555758,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:42Z,Platform_A,35.00010575659923,130.0175769371652,K2BlackPanther,35.00005110621406,130.02456907684922,T90,35.000175790147615,130.02864870795395,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:43Z,Platform_A,35.00009328897291,130.01755580482398,K2BlackPanther,35.000051778796134,130.02460507547752,T90,35.00015622441526,130.0285641890648,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:44Z,Platform_A,35.00009194683325,130.01758127964075,K2BlackPanther,35.000038727054296,130.02459907639908,T90,35.00016165713489,130.0285331833479,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:45Z,Platform_A,35.000091030285084,130.01755270240582,K2BlackPanther,35.00006713219169,130.0245978408677,T90,35.00015685558632,130.02843099065018,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:46Z,Platform_A,35.00011391905978,130.0175398345353,K2BlackPanther,35.00005686700294,130.0245981439289,T90,35.00017908823092,130.0283847944347,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:47Z,Platform_A,35.000119671648235,130.0175442856081,K2BlackPanther,35.00003669993373,130.02458830001208,T90,35.000160535884504,130.02834056476965,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:48Z,Platform_A,35.00009825260747,130.0175569947218,K2BlackPanther,35.00004263157482,130.0245884774742,T90,35.000165274677336,130.02825152995385,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:49Z,Platform_A,35.00011465662614,130.01753906306763,K2BlackPanther,35.00005819148833,130.02457719322877,T90,35.000168194174385,130.02819557492057,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:50Z,Platform_A,35.00010946875515,130.0175601151387,K2BlackPanther,35.00003659706354,130.0245941453362,T90,35.00014918142113,130.02815191383175,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:51Z,Platform_A,35.00009732657817,130.01757406443394,K2BlackPanther,35.00006826050547,130.0245711111628,T90,35.000147829332036,130.0280845320485,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:52Z,Platform_A,35.000097382032614,130.01757386472264,K2BlackPanther,35.00007110329293,130.0245664724494,T90,35.000153278114674,130.02799338334486,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:53Z,Platform_A,35.00011862499503,130.01754665087614,K2BlackPanther,35.00006586591655,130.02456254506941,T90,35.00016594697099,130.02793493503415,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:54Z,Platform_A,35.00009249249577,130.01757177184368,K2BlackPanther,35.000040728646724,130.02458538418435,T90,35.00015165157565,130.02787813332557,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:55Z,Platform_A,35.00009262064827,130.0175628826082,K2BlackPanther,35.00006356257343,130.0245930265494,T90,35.00015860350851,130.02781709547656,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:56Z,Platform_A,35.000112641378216,130.0175441953691,K2BlackPanther,35.00007122345221,130.02459665631568,T90,35.00016518180064,130.02774909615744,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:57Z,Platform_A,35.000123040270886,130.01756773933596,K2BlackPanther,35.00006265224698,130.02456614391568,T90,35.0001576022788,130.02768112224743,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:58Z,Platform_A,35.00011826491525,130.017564425756,K2BlackPanther,35.00005737981312,130.0245657479906,T90,35.000154644116215,130.0276153550242,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:38:59Z,Platform_A,35.00012527364458,130.01757096922788,K2BlackPanther,35.000070934274405,130.02459084952045,T90,35.00014915974794,130.02757875790385,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:00Z,Platform_A,35.0001087992465,130.01757379483556,K2BlackPanther,35.00004789243656,130.02460124065055,T90,35.00015748192541,130.02748863009953,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:01Z,Platform_A,35.0000955106324,130.0175416090092,K2BlackPanther,35.000046345057555,130.02459890887906,T90,35.000165087038894,130.02741913654359,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:02Z,Platform_A,35.00012127529778,130.0175455981837,K2BlackPanther,35.00005729262341,130.0245970381639,T90,35.00015806821291,130.02737551627857,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:03Z,Platform_A,35.00009858107313,130.01757218991625,K2BlackPanther,35.0000662091957,130.02457349995134,T90,35.00017940437699,130.02730917576307,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:04Z,Platform_A,35.00010189329191,130.01754860554155,K2BlackPanther,35.000070493666534,130.02456711509313,T90,35.00015492136296,130.02723160671275,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:05Z,Platform_A,35.00010581874567,130.0175658913685,K2BlackPanther,35.00004406831791,130.02456394760392,T90,35.000157387923736,130.02718247291133,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:06Z,Platform_A,35.0001145551279,130.01756316400866,K2BlackPanther,35.000065186556206,130.0246036634653,T90,35.00017157869897,130.02710032950563,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:07Z,Platform_A,35.000125898376496,130.01757261451365,K2BlackPanther,35.0000672424969,130.02457807566483,T90,35.00015735804966,130.0270501669445,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:08Z,Platform_A,35.00012415529881,130.01756898177783,K2BlackPanther,35.000054413152384,130.0245648579968,T90,35.000172222787725,130.0270006847932,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:09Z,Platform_A,35.000123655753875,130.0175789998597,K2BlackPanther,35.00004923377601,130.02458688643068,T90,35.00014821876643,130.02693738768517,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:10Z,Platform_A,35.00010887564585,130.01757472205722,K2BlackPanther,35.00005098778369,130.024580549898,T90,35.00017274188646,130.02686441684335,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:11Z,Platform_A,35.00010236841578,130.01756229753528,K2BlackPanther,35.00005045080933,130.02460220189454,T90,35.0001462072937,130.02680821497788,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:12Z,Platform_A,35.00012276786771,130.01756256309545,K2BlackPanther,35.00005574692585,130.02456334198757,T90,35.00016508192726,130.0267304316543,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:13Z,Platform_A,35.00011165451187,130.01753924625015,K2BlackPanther,35.00004478331976,130.02456362472478,T90,35.00015625629416,130.02665616272142,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:14Z,Platform_A,35.000108147816846,130.01754000061572,K2BlackPanther,35.00005124662761,130.02458625031204,T90,35.00016516838002,130.02661122396228,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:15Z,Platform_A,35.000103946153075,130.0175749587112,K2BlackPanther,35.00004057790654,130.0245760876277,T90,35.00015209625334,130.02655604033689,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:16Z,Platform_A,35.000116329049085,130.0175812159139,K2BlackPanther,35.000052894506844,130.0245668689075,T90,35.00017881917664,130.0264887601952,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:17Z,Platform_A,35.00011048518088,130.0175588365316,K2BlackPanther,35.00006834508734,130.02458560872395,T90,35.00014605748177,130.02644240925068,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:18Z,Platform_A,35.0000975198073,130.01753974546423,K2BlackPanther,35.00006607478066,130.02457093096666,T90,35.00017541836391,130.02634358682874,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:19Z,Platform_A,35.000098736502586,130.01754793605096,K2BlackPanther,35.000058901381074,130.02459205112532,T90,35.000155339912496,130.02630080755443,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:20Z,Platform_A,35.00010081118552,130.01754142137042,K2BlackPanther,35.00006664819301,130.02458680452668,T90,35.00017640566725,130.02624870585947,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:21Z,Platform_A,35.00012033992183,130.0175633380112,K2BlackPanther,35.00004875636579,130.02458515605534,T90,35.0001483388692,130.0261918131881,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:22Z,Platform_A,35.000093353546156,130.01756496831692,K2BlackPanther,35.000066168254044,130.02460041662022,T90,35.00014551386427,130.02609817514883,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:23Z,Platform_A,35.00009902651623,130.01757467476432,K2BlackPanther,35.0000572412319,130.02460382785083,T90,35.00015577619617,130.02603639340958,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:24Z,Platform_A,35.00010062272393,130.01754161856323,K2BlackPanther,35.000065108159085,130.02458564671946,T90,35.000157217317465,130.02600270165962,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:25Z,Platform_A,35.000091143293545,130.0175681318441,K2BlackPanther,35.00006333080928,130.02458943495733,T90,35.00015268915976,130.02593649627454,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:26Z,Platform_A,35.00009421237415,130.01754399999746,K2BlackPanther,35.00006034770406,130.02457788495718,T90,35.00014525421931,130.02587436718534,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:27Z,Platform_A,35.00012524801239,130.01755320968925,K2BlackPanther,35.000041864567265,130.02458932781866,T90,35.000149340661096,130.0257788280044,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:28Z,Platform_A,35.00009326413707,130.01758036133157,K2BlackPanther,35.000060956319786,130.02457502983225,T90,35.00015149500547,130.02570642709657,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:29Z,Platform_A,35.00009039342163,130.01754675316178,K2BlackPanther,35.00005978552644,130.02459123491153,T90,35.00016813375815,130.02567648271184,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:30Z,Platform_A,35.00009664616559,130.01756022965284,K2BlackPanther,35.00004389883636,130.02459435226584,T90,35.00016150070827,130.02562221593013,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:31Z,Platform_A,35.00011894701562,130.01755006406373,K2BlackPanther,35.000049334317815,130.0245746628424,T90,35.000150869953686,130.0255588421532,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:32Z,Platform_A,35.0000937742648,130.01756453907677,K2BlackPanther,35.000046690095445,130.0245926549745,T90,35.00015279831162,130.02546143342096,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:33Z,Platform_A,35.000109064585935,130.01754005346632,K2BlackPanther,35.000059439828625,130.02460127954416,T90,35.0001674401541,130.02542918953034,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:34Z,Platform_A,35.00012192704271,130.017556574413,K2BlackPanther,35.000058248033646,130.02456891610922,T90,35.00016527190729,130.02536003622862,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:35Z,Platform_A,35.00011967542075,130.01754428364475,K2BlackPanther,35.00003832436304,130.02460006857586,T90,35.00015730817256,130.02530329836938,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:36Z,Platform_A,35.00012577878037,130.0175759046642,K2BlackPanther,35.00005824697787,130.02458536377915,T90,35.000153042134336,130.02520871887623,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:37Z,Platform_A,35.00009756132148,130.01756504047196,K2BlackPanther,35.000066109259045,130.02460436528594,T90,35.00016787614221,130.02515567136552,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:38Z,Platform_A,35.00012424878912,130.01755797817694,K2BlackPanther,35.000040175346,130.02456938519595,T90,35.000165554272414,130.02507818018606,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:39Z,Platform_A,35.000116100612274,130.01756482579862,K2BlackPanther,35.00006556329523,130.0245896052059,T90,35.000179351902176,130.0250484321432,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:40Z,Platform_A,35.00010347888383,130.01757782210802,K2BlackPanther,35.00006118883456,130.02457845081452,T90,35.0001532295446,130.02495035349457,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:41Z,Platform_A,35.0001157161339,130.01756347422167,K2BlackPanther,35.000060281544584,130.02459377051127,T90,35.00015581703979,130.02489300218218,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:42Z,Platform_A,35.00012618460618,130.01753988166584,K2BlackPanther,35.000063055554904,130.02456410815893,T90,35.0001514695635,130.02484668334452,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:43Z,Platform_A,35.00009867104473,130.01757414779183,K2BlackPanther,35.00006859163857,130.02457350817514,T90,35.00015041505167,130.0247908133913,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:44Z,Platform_A,35.00009853337185,130.0175597756021,K2BlackPanther,35.0000476385306,130.02457114215898,T90,35.00016027379076,130.0246976076959,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:45Z,Platform_A,35.000097995770815,130.01757325469868,K2BlackPanther,35.00003977392023,130.02460118120405,T90,35.000148362753215,130.02467071136203,behind of,ahead of,behind of,ahead of,behind of,ahead of
+2026-02-05T22:39:46Z,Platform_A,35.000124007826024,130.01754413761844,K2BlackPanther,35.00004919237619,130.0245669198838,T90,35.000151286219165,130.0246083209854,behind of,ahead of,beside,beside,behind of,ahead of
+2026-02-05T22:39:47Z,Platform_A,35.0001215728971,130.0175489476021,K2BlackPanther,35.00004058570467,130.024570732151,T90,35.000160310890166,130.0245357203958,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:48Z,Platform_A,35.00009831037192,130.01754449250726,K2BlackPanther,35.00005896665274,130.02459512874725,T90,35.00015473009223,130.02445922386576,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:49Z,Platform_A,35.00010531621425,130.017559938354,K2BlackPanther,35.000045077388975,130.02458530172197,T90,35.000172223760586,130.024407753928,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:50Z,Platform_A,35.000094487564425,130.01754777136466,K2BlackPanther,35.00003832828652,130.0245850137628,T90,35.000156803065934,130.02431230099785,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:51Z,Platform_A,35.000125098370816,130.0175415961633,K2BlackPanther,35.000058665600754,130.02459381082014,T90,35.000161759115336,130.02428664170722,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:52Z,Platform_A,35.000112810979466,130.01764761102007,K2BlackPanther,35.00006569683079,130.02460022564398,T90,35.000147434090856,130.0242138971661,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:53Z,Platform_A,35.0001009018096,130.01773875916913,K2BlackPanther,35.00005009274374,130.02457003645569,T90,35.0001492347364,130.0241640963477,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:54Z,Platform_A,35.000097044912785,130.01783949792224,K2BlackPanther,35.000053615677764,130.02459455173044,T90,35.00017162020157,130.02409466535403,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:55Z,Platform_A,35.00010525148663,130.01791764628746,K2BlackPanther,35.000050008157366,130.02460078711414,T90,35.000160164285504,130.0240368595665,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:56Z,Platform_A,35.00009746162264,130.0179986296456,K2BlackPanther,35.00005398737085,130.0245827666023,T90,35.00016126274958,130.02394677108242,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:57Z,Platform_A,35.00011639589553,130.0180659517348,K2BlackPanther,35.00004124311831,130.02459886249648,T90,35.000152125190645,130.02387722982644,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:58Z,Platform_A,35.00010026634666,130.01815333470444,K2BlackPanther,35.00005737387072,130.02458723125088,T90,35.00015324241263,130.02383411860745,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:39:59Z,Platform_A,35.000104228149326,130.01826937769297,K2BlackPanther,35.000071350736505,130.02460525872513,T90,35.000168797170936,130.02376074345887,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:00Z,Platform_A,35.00011893734423,130.01832894442933,K2BlackPanther,35.00004908138043,130.02457312704652,T90,35.000166097017235,130.02371490409442,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:01Z,Platform_A,35.00012156655461,130.0184517700654,K2BlackPanther,35.000054792366655,130.02457956118062,T90,35.00015594452081,130.02365452092423,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:02Z,Platform_A,35.000112050412575,130.01851467308722,K2BlackPanther,35.00006598527028,130.0245658583702,T90,35.00016987598172,130.02357876974372,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:03Z,Platform_A,35.00010560937404,130.0186223443966,K2BlackPanther,35.00004054190984,130.0245669170055,T90,35.00017097201459,130.02353051040922,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:04Z,Platform_A,35.00010755662625,130.0186879128609,K2BlackPanther,35.00005494588751,130.0245780544727,T90,35.00016327804235,130.02345497349054,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:05Z,Platform_A,35.00012548893422,130.0187682352012,K2BlackPanther,35.00006030959834,130.02456899122666,T90,35.000144474210394,130.02338254760483,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:06Z,Platform_A,35.00009780206615,130.01889720463495,K2BlackPanther,35.00004705345514,130.02459453105973,T90,35.00017756486426,130.0233310294344,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:07Z,Platform_A,35.000106797083426,130.0189866928239,K2BlackPanther,35.000045517881865,130.02459197594135,T90,35.00017493155936,130.02327533782199,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:08Z,Platform_A,35.00009414524745,130.0190687969118,K2BlackPanther,35.00003610781185,130.02459275186655,T90,35.000178207062525,130.02318860403363,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:09Z,Platform_A,35.0000907058144,130.019131504007,K2BlackPanther,35.00003749699947,130.02458833441116,T90,35.00015409751711,130.02312813367837,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:10Z,Platform_A,35.00010449142178,130.01924206171822,K2BlackPanther,35.00006553163868,130.02456506727492,T90,35.000173786806286,130.02308221028835,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:11Z,Platform_A,35.000123790764974,130.01930166689678,K2BlackPanther,35.000045630469096,130.02458969888428,T90,35.00016733784757,130.02298919063023,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:12Z,Platform_A,35.00009460702522,130.0194174117697,K2BlackPanther,35.00006529124211,130.02459968659016,T90,35.00015300987743,130.02296207551296,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:13Z,Platform_A,35.000111168388386,130.01950249954302,K2BlackPanther,35.00005331793048,130.0245981244375,T90,35.000156249191804,130.02288211287316,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:14Z,Platform_A,35.00010960601756,130.01960008973447,K2BlackPanther,35.00003792980205,130.02458378059703,T90,35.000175709136634,130.02283180605505,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:15Z,Platform_A,35.000125710476674,130.01966383578065,K2BlackPanther,35.00004724598666,130.0245744955627,T90,35.000147352595256,130.02276030544488,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:16Z,Platform_A,35.0001255587444,130.01975956629255,K2BlackPanther,35.00004729241068,130.02459027806705,T90,35.0001770110402,130.02267451974106,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:17Z,Platform_A,35.000104870626195,130.01985868650863,K2BlackPanther,35.00004411222687,130.024589326827,T90,35.00015711317182,130.0226061350109,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:18Z,Platform_A,35.000118035053625,130.0199470428099,K2BlackPanther,35.000064529011546,130.0246057990357,T90,35.00017565275876,130.022550044512,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:19Z,Platform_A,35.00010872467509,130.0200322237711,K2BlackPanther,35.0000666679549,130.02458507316302,T90,35.00017452423751,130.02251660338084,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:20Z,Platform_A,35.00010947093389,130.02012473972897,K2BlackPanther,35.00005554781947,130.02459977558394,T90,35.00015189126827,130.02241419973453,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:21Z,Platform_A,35.00012130936441,130.02020488000795,K2BlackPanther,35.000049048289355,130.0245733366091,T90,35.00015033231233,130.0223733099548,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:22Z,Platform_A,35.00012480635557,130.02028003870154,K2BlackPanther,35.00006421138945,130.02457934727803,T90,35.000164185047865,130.02228575580997,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:23Z,Platform_A,35.000104344711445,130.020376267426,K2BlackPanther,35.00005023358554,130.02456769602088,T90,35.00015358758701,130.02225757790623,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:24Z,Platform_A,35.000108896021175,130.02046991560215,K2BlackPanther,35.0000497962615,130.02458240270894,T90,35.00015224312269,130.02218029532486,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:25Z,Platform_A,35.00009573157309,130.02054279659873,K2BlackPanther,35.00003799578009,130.02457344756294,T90,35.00016088028062,130.02209623178183,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:26Z,Platform_A,35.00009662594547,130.02064405065005,K2BlackPanther,35.000044770849016,130.0245688796662,T90,35.00016738653921,130.02203247088775,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:27Z,Platform_A,35.00010159034169,130.02072620257812,K2BlackPanther,35.000054140882874,130.0245669567872,T90,35.00017063498314,130.02198164085993,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:28Z,Platform_A,35.00010318573436,130.0207894364312,K2BlackPanther,35.00004083244327,130.02456408880613,T90,35.0001713551704,130.02191720899756,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:29Z,Platform_A,35.00011273896583,130.02087790595638,K2BlackPanther,35.00004613722695,130.02458540641834,T90,35.00016614161855,130.0218498883376,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:30Z,Platform_A,35.00011726054534,130.02097733054975,K2BlackPanther,35.00006511934709,130.0245684014717,T90,35.0001764363983,130.02181208331123,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:31Z,Platform_A,35.000111866648794,130.02106497810203,K2BlackPanther,35.000044936963455,130.02458478730034,T90,35.00015794953376,130.021736287881,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:32Z,Platform_A,35.00010359360775,130.02115647089923,K2BlackPanther,35.00005900059121,130.0245745228739,T90,35.000151158129924,130.02167760159165,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:33Z,Platform_A,35.00010912504566,130.02126030498195,K2BlackPanther,35.00006207841982,130.024597720714,T90,35.00014490118168,130.02160721979783,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:34Z,Platform_A,35.000120111233215,130.02134763642368,K2BlackPanther,35.00003885489773,130.02458690770376,T90,35.00015719286373,130.0215453893381,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:35Z,Platform_A,35.00009460183436,130.0214133083155,K2BlackPanther,35.00006437989337,130.0245850376576,T90,35.000147669556696,130.02146953486684,behind of,ahead of,ahead of,behind of,behind of,ahead of
+2026-02-05T22:40:36Z,Platform_A,35.00009699464608,130.0215110237345,K2BlackPanther,35.00004302710009,130.02457461728648,T90,35.000153887026556,130.0214331019084,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:37Z,Platform_A,35.000093880575115,130.0215773947856,K2BlackPanther,35.000037669247504,130.0245988991051,T90,35.000150504860784,130.02136264401466,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:38Z,Platform_A,35.00010260489743,130.02169910586505,K2BlackPanther,35.00006758847711,130.02456957612617,T90,35.00016801046461,130.02128798814024,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:39Z,Platform_A,35.00010946892257,130.02176219750214,K2BlackPanther,35.000038186779115,130.02460169249468,T90,35.000156183664444,130.0212338370401,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:40Z,Platform_A,35.00012315752563,130.02184684277395,K2BlackPanther,35.00006332758631,130.024570015096,T90,35.000150349999515,130.02118462657475,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:41Z,Platform_A,35.00010387197815,130.02192968271908,K2BlackPanther,35.00006210392218,130.02459432550614,T90,35.00015002333403,130.02112334746013,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:42Z,Platform_A,35.00009025545565,130.0220484723197,K2BlackPanther,35.00004205477519,130.02457834974498,T90,35.00015382583509,130.0210540358455,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:43Z,Platform_A,35.000109545540305,130.0221084930439,K2BlackPanther,35.000054596982515,130.02459385225984,T90,35.00015660925583,130.02099862998583,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:44Z,Platform_A,35.00010995241379,130.02219190300403,K2BlackPanther,35.00004876225257,130.02457390385712,T90,35.00014875525491,130.0209174261939,behind of,ahead of,ahead of,behind of,ahead of,behind of
+2026-02-05T22:40:45Z,Platform_A,35.000125438639806,130.0222849999176,K2BlackPanther,35.00004604654996,130.02458265751466,T90,35.00014762892866,130.02085710832606,behind of,ahead of,ahead of,behind of,ahead of,behind of
